"","num","Differences","sequencename"
"36",36,2790,"gi|509139211|gb|JX576762.1|Human_respiratory_syncytial_virus|08_Jan_02|2002|Netherlands|EU"
"37",37,2792,"gi|509139163|gb|JX576758.1|Human_respiratory_syncytial_virus|14_Dec_05|2005|Netherlands|EU"
"38",38,2835,"gi|604641939|gb|KJ627251.1|HRSV|10_Mar_12|2012|Peru|SA"
"39",39,2828,"gi|604641981|gb|KJ627254.1|HRSV|13_Jun_11|2011|Peru|SA"
"40",40,2837,"gi|604643390|gb|KJ627359.1|HRSV|13_Apr_11|2011|Peru|SA"
"41",41,2806,"gi|509138983|gb|JX576743.1|Human_respiratory_syncytial_virus|18_Dec_09|2009|Netherlands|EU"
"42",42,2803,"gi|509138947|gb|JX576740.1|Human_respiratory_syncytial_virus|28_Dec_09|2009|Netherlands|EU"
"43",43,2797,"gi|509139043|gb|JX576748.1|Human_respiratory_syncytial_virus|27_Nov_07|2007|Netherlands|EU"
"44",44,2808,"gi|509138995|gb|JX576744.1|Human_respiratory_syncytial_virus|22_Dec_08|2008|Netherlands|EU"
"45",45,2830,"gi|604643234|gb|KJ627348.1|HRSV|02_Jun_11|2011|Peru|SA"
"46",46,2804,"gi|558651527|gb|KF826834.1|HRSV|02_Feb_09|2009|Italy|EU"
"47",47,2798,"gi|558651802|gb|KF826857.1|HRSV|18_Feb_09|2009|Italy|EU"
"48",48,2797,"gi|558651539|gb|KF826835.1|HRSV|03_Feb_09|2009|Italy|EU"
"49",49,2836,"gi|604643445|gb|KJ627364.1|HRSV|12_May_11|2011|Peru|SA"
"50",50,2799,"gi|558651730|gb|KF826851.1|HRSV|2007|2007|USA|NA"
"51",51,2837,"gi|604642630|gb|KJ627302.1|HRSV|12_Apr_08|2008|Peru|SA"
"52",52,2805,"gi|509139031|gb|JX576747.1|Human_respiratory_syncytial_virus|12_Dec_08|2008|Netherlands|EU"
"53",53,2848,"gi|604643000|gb|KJ627330.1|HRSV|15_Jul_08|2008|Peru|SA"
"54",54,2847,"gi|604643153|gb|KJ627341.1|HRSV|04_Apr_11|2011|Peru|SA"
"55",55,2842,"gi|604642297|gb|KJ627278.1|HRSV|10_Mar_10|2010|Peru|SA"
"56",56,2786,"gi|509139199|gb|JX576761.1|Human_respiratory_syncytial_virus|21_Oct_02|2002|Netherlands|EU"
"57",57,2847,"gi|558651658|gb|KF826845.1|HRSV|10_Jun_08|2008|Argentina|SA"
"58",58,2807,"gi|509138923|gb|JX576738.1|Human_respiratory_syncytial_virus|12_Dec_10|2010|Netherlands|EU"
"59",59,2810,"gi|558651622|gb|KF826842.1|HRSV|22_May_07|2007|Argentina|SA"
"60",60,2803,"gi|509139055|gb|JX576749.1|Human_respiratory_syncytial_virus|23_Nov_07|2007|Netherlands|EU"
"61",61,2805,"gi|509139067|gb|JX576750.1|Human_respiratory_syncytial_virus|14_Mar_07|2007|Netherlands|EU"
"62",62,2826,"gi|604642587|gb|KJ627299.1|HRSV|24_Nov_07|2007|Peru|SA"
"63",63,2830,"gi|604642325|gb|KJ627280.1|HRSV|11_Feb_08|2008|Peru|SA"
"64",64,2823,"gi|604642835|gb|KJ627317.1|HRSV|29_Jan_07|2007|Peru|SA"
"65",65,2825,"gi|604642739|gb|KJ627310.1|HRSV|31_Jan_07|2007|Peru|SA"
"66",66,2802,"gi|509139019|gb|JX576746.1|Human_respiratory_syncytial_virus|15_Dec_08|2008|Netherlands|EU"
"67",67,2808,"gi|509138839|gb|JX576731.1|Human_respiratory_syncytial_virus|19_Nov_08|2008|Belgium|EU"
"68",68,2805,"gi|509138815|gb|JX576729.1|Human_respiratory_syncytial_virus|23_Oct_08|2008|Belgium|EU"
"69",69,2877,"gi|533205950|gb|KF530266.1|HRSV|01_Mar_08|2008|Germany|EU"
"70",70,2899,"gi|533205947|gb|KF530262.1|HRSV|10_Feb_09|2009|Italy|EU"
"71",71,2815,"gi|509138827|gb|JX576730.1|Human_respiratory_syncytial_virus|24_Oct_08|2008|Belgium|EU"
"72",72,2817,"gi|558651826|gb|KF826859.1|HRSV|05_Mar_09|2009|Italy|EU"
"73",73,2813,"gi|558651838|gb|KF826860.1|HRSV|28_Apr_09|2009|Italy|EU"
"74",74,3262,"gi|558651360|gb|KF826820.1|HRSV|31_Mar_09|2009|Italy|EU"
"75",75,2812,"gi|509139007|gb|JX576745.1|Human_respiratory_syncytial_virus|17_Dec_08|2008|Netherlands|EU"
"76",76,2807,"gi|558651383|gb|KF826822.1|HRSV|2007|2007|USA|NA"
"77",77,2804,"gi|509139139|gb|JX576756.1|Human_respiratory_syncytial_virus|20_Dec_05|2005|Netherlands|EU"
"78",78,2809,"gi|509138851|gb|JX576732.1|Human_respiratory_syncytial_virus|05_Dec_06|2006|Belgium|EU"
"79",79,2798,"gi|509139103|gb|JX576753.1|Human_respiratory_syncytial_virus|17_Nov_06|2006|Netherlands|EU"
"80",80,2807,"gi|509139079|gb|JX576751.1|Human_respiratory_syncytial_virus|05_Jan_07|2007|Netherlands|EU"
"81",81,2806,"gi|509139115|gb|JX576754.1|Human_respiratory_syncytial_virus|31_Dec_05|2005|Netherlands|EU"
"82",82,2791,"gi|558651587|gb|KF826839.1|HRSV|25_Jul_06|2006|Argentina|SA"
"83",83,2800,"gi|533205935|gb|KF530259.1|HRSV|2006|2006|South_Africa|AF"
"84",84,2797,"gi|509139127|gb|JX576755.1|Human_respiratory_syncytial_virus|26_Dec_05|2005|Netherlands|EU"
"85",85,2786,"gi|509139175|gb|JX576759.1|Human_respiratory_syncytial_virus|05_Dec_03|2003|Netherlands|EU"
"86",86,2794,"gi|509139091|gb|JX576752.1|Human_respiratory_syncytial_virus|21_Dec_06|2006|Netherlands|EU"
"87",87,2799,"gi|562744952|gb|KF640637.1|HRSV|06_Jan_05|2005|United_Kingdom|EU"
"88",88,2804,"gi|509139151|gb|JX576757.1|Human_respiratory_syncytial_virus|14_Jan_05|2005|Netherlands|EU"
"89",89,2812,"gi|509139187|gb|JX576760.1|Human_respiratory_syncytial_virus|01_Jan_03|2003|Netherlands|EU"
"90",90,2815,"gi|384872828|gb|JQ582843.1|Human_respiratory_syncytial_virus|2002|2002|USA|NA"
"91",91,2474,"gi|604643604|gb|KJ627368.1|HRSV|26_May_09|2009|Peru|SA"
"92",92,1838,"gi|604643600|gb|KJ627347.1|HRSV|15_May_12|2012|Peru|SA"
"93",93,2436,"gi|352963012|gb|JF920064.1|Human_respiratory_syncytial_virus|14_Apr_98|1998|USA|NA"
"94",94,2326,"gi|532129973|gb|KF530264.1|HRSV|2008|2008|South_Africa|AF"
"95",95,1415,"gi|532129972|gb|KF530263.1|HRSV|07_Dec_07|2007|USA|NA"
"96",96,1395,"gi|352962917|gb|JF920056.1|Human_respiratory_syncytial_virus|05_Mar_98|1998|USA|NA"
"97",97,2062,"gi|558651327|gb|KF826816.1|HRSV|19_Dec_05|2005|Mexico|NA"
"98",98,1492,"gi|352962976|gb|JF920061.1|Human_respiratory_syncytial_virus|02_May_98|1998|USA|NA"
"99",99,1113,"gi|352963000|gb|JF920063.1|Human_respiratory_syncytial_virus|18_Feb_98|1998|USA|NA"
"100",100,1005,"gi|352963060|gb|JF920068.1|Human_respiratory_syncytial_virus|29_Mar_98|1998|USA|NA"
"101",101,700,"gi|532129934|gb|KF530258.1|HRSV|2007|2007|South_Africa|AF"
"102",102,604,"gi|352962953|gb|JF920059.1|Human_respiratory_syncytial_virus|09_Mar_98|1998|USA|NA"
"103",103,534,"gi|392301888|gb|JX015488.1|Human_respiratory_syncytial_virus|09_Jan_06|2006|Netherlands|EU"
"104",104,508,"gi|392301852|gb|JX015485.1|Human_respiratory_syncytial_virus|04_Jan_05|2005|Netherlands|EU"
"105",105,561,"gi|558651766|gb|KF826854.1|HRSV|26_Feb_09|2009|Italy|EU"
"106",106,671,"gi|532129936|gb|KF530260.1|HRSV|21_Jun_05|2005|Argentina|SA"
"107",107,510,"gi|392301684|gb|JQ901454.1|Human_respiratory_syncytial_virus|04_Jan_02|2002|Netherlands|EU"
"108",108,505,"gi|392301672|gb|JQ901455.1|Human_respiratory_syncytial_virus|29_Jun_02|2002|Netherlands|EU"
"109",109,507,"gi|392301720|gb|JQ901451.1|Human_respiratory_syncytial_virus|24_Jan_01|2001|Netherlands|EU"
"110",110,495,"gi|558651682|gb|KF826847.1|HRSV|2007|2007|Australia|OC"
"111",111,551,"gi|558651503|gb|KF826832.1|HRSV|19_Mar_09|2009|Italy|EU"
"112",112,557,"gi|558651670|gb|KF826846.1|HRSV|15_May_08|2008|Argentina|SA"
"113",113,556,"gi|558651742|gb|KF826852.1|HRSV|2007|2007|USA|NA"
"114",114,538,"gi|558651563|gb|KF826837.1|HRSV|20_Jan_06|2006|Mexico|NA"
"115",115,539,"gi|558651551|gb|KF826836.1|HRSV|04_Jan_06|2006|Mexico|NA"
"116",116,560,"gi|532129988|gb|KF530268.1|HRSV|27_Jan_07|2007|Mexico|NA"
"117",117,547,"gi|558651718|gb|KF826850.1|HRSV|2008|2008|USA|NA"
"118",118,539,"gi|558651610|gb|KF826841.1|HRSV|02_May_07|2007|Argentina|SA"
"119",119,490,"gi|558651407|gb|KF826824.1|HRSV|28_Oct_98|1998|USA|NA"
"120",120,482,"gi|558651395|gb|KF826823.1|HRSV|17_Oct_98|1998|USA|NA"
"121",121,493,"gi|392976465|gb|JX069803.1|Human_respiratory_syncytial_virus|04_Mar_00|2000|USA|NA"
"122",122,484,"gi|392976453|gb|JX069802.1|Human_respiratory_syncytial_virus|12_Dec_98|1998|USA|NA"
"123",123,535,"gi|392301876|gb|JX015487.1|Human_respiratory_syncytial_virus|02_Jan_06|2006|Netherlands|EU"
"124",124,524,"gi|558651431|gb|KF826826.1|HRSV|24_Dec_04|2004|Mexico|NA"
"125",125,517,"gi|558651455|gb|KF826828.1|HRSV|04_Jun_04|2004|Argentina|SA"
"126",126,517,"gi|558651443|gb|KF826827.1|HRSV|26_May_04|2004|Argentina|SA"
"127",127,513,"gi|392301660|gb|JQ901456.1|Human_respiratory_syncytial_virus|25_Nov_03|2003|Netherlands|EU"
"128",128,493,"gi|392301732|gb|JQ901450.1|Human_respiratory_syncytial_virus|24_Jan_01|2001|Netherlands|EU"
"129",129,502,"gi|392301756|gb|JQ901448.1|Human_respiratory_syncytial_virus|07_Jan_01|2001|Netherlands|EU"
"130",130,490,"gi|392301744|gb|JQ901449.1|Human_respiratory_syncytial_virus|10_Jan_01|2001|Netherlands|EU"
"131",131,321,"gi|352962905|gb|JF920055.1|Human_respiratory_syncytial_virus|25_Jan_10|2010|USA|NA"
"132",132,272,"gi|392976405|gb|JX069798.1|Human_respiratory_syncytial_virus|20_Feb_01|2001|USA|NA"
"133",133,267,"gi|262479002|gb|FJ948820.1|Human_respiratory_syncytial_virus|Dec_99|2099|Netherlands|EU"
"134",134,1043,"gi|558651337|gb|KF826817.1|HRSV|17_Mar_09|2009|Mexico|NA"
"135",135,120,"gi|392301780|gb|JX015479.1|Human_respiratory_syncytial_virus|03_Jan_11|2011|Netherlands|EU"
"136",136,97,"gi|392301972|gb|JX015495.1|Human_respiratory_syncytial_virus|21_Nov_08|2008|Netherlands|EU"
"137",137,110,"gi|392301996|gb|JX015497.1|Human_respiratory_syncytial_virus|06_Dec_08|2008|Netherlands|EU"
"138",138,115,"gi|392301804|gb|JX015481.1|Human_respiratory_syncytial_virus|07_Jan_09|2009|Netherlands|EU"
"139",139,166,"gi|604642502|gb|KJ627293.1|HRSV|25_May_09|2009|Peru|SA"
"140",140,157,"gi|604643112|gb|KJ627338.1|HRSV|08_May_09|2009|Peru|SA"
"141",141,157,"gi|604643320|gb|KJ627354.1|HRSV|25_Mar_09|2009|Peru|SA"
"142",142,157,"gi|604642339|gb|KJ627281.1|HRSV|14_Apr_09|2009|Peru|SA"
"143",143,156,"gi|604643502|gb|KJ627369.1|HRSV|18_Mar_09|2009|Peru|SA"
"144",144,113,"gi|392302020|gb|JX015499.1|Human_respiratory_syncytial_virus|22_Oct_08|2008|Belgium|EU"
"145",145,136,"gi|352962857|gb|JF920051.1|Human_respiratory_syncytial_virus|22_Dec_07|2007|USA|NA"
"146",146,115,"gi|352962833|gb|JF920049.1|Human_respiratory_syncytial_virus|28_Dec_07|2007|USA|NA"
"147",147,142,"gi|604643432|gb|KJ627362.1|HRSV|19_May_09|2009|Peru|SA"
"148",148,141,"gi|604642242|gb|KJ627274.1|HRSV|02_Apr_09|2009|Peru|SA"
"149",149,142,"gi|604642353|gb|KJ627282.1|HRSV|08_Apr_09|2009|Peru|SA"
"150",150,155,"gi|604642433|gb|KJ627288.1|HRSV|28_May_09|2009|Peru|SA"
"151",151,142,"gi|604642133|gb|KJ627266.1|HRSV|13_Apr_09|2009|Peru|SA"
"152",152,132,"gi|352962809|gb|JF920047.1|Human_respiratory_syncytial_virus|17_Jan_08|2008|USA|NA"
"153",153,111,"gi|352962797|gb|JF920046.1|Human_respiratory_syncytial_virus|2007|2007|USA|NA"
"154",154,157,"gi|558651598|gb|KF826840.1|HRSV|16_Feb_07|2007|Mexico|NA"
"155",155,106,"gi|558651371|gb|KF826821.1|HRSV|2007|2007|USA|NA"
"156",156,107,"gi|352962821|gb|JF920048.1|Human_respiratory_syncytial_virus|2007|2007|USA|NA"
"157",157,139,"gi|604642050|gb|KJ627259.1|HRSV|08_Apr_11|2011|Peru|SA"
"158",158,143,"gi|604642022|gb|KJ627257.1|HRSV|09_Feb_09|2009|Peru|SA"
"159",159,291,"gi|604643098|gb|KJ627337.1|HRSV|27_May_09|2009|Peru|SA"
"160",160,146,"gi|604643070|gb|KJ627335.1|HRSV|16_May_09|2009|Peru|SA"
"161",161,143,"gi|604642459|gb|KJ627290.1|HRSV|23_Mar_09|2009|Peru|SA"
"162",162,131,"gi|511774866|gb|KC731483.1|Human_respiratory_syncytial_virus|2011|2011|India|AS"
"163",163,144,"gi|425706118|gb|JX627336.1|Human_respiratory_syncytial_virus|27_Dec_11|2011|South_Korea|AS"
"164",164,158,"gi|604642119|gb|KJ627264.1|HRSV|16_May_12|2012|Peru|SA"
"165",165,125,"gi|511774854|gb|KC731482.1|Human_respiratory_syncytial_virus|2011|2011|India|AS"
"166",166,153,"gi|604643573|gb|KJ627374.1|HRSV|19_Apr_11|2011|Peru|SA"
"167",167,115,"gi|530409698|gb|KC978856.1|HRSV|11_Dec_11|2011|China|AS"
"168",168,123,"gi|352962869|gb|JF920052.1|Human_respiratory_syncytial_virus|13_Jan_10|2010|USA|NA"
"169",169,151,"gi|352962881|gb|JF920053.1|Human_respiratory_syncytial_virus|16_Feb_10|2010|USA|NA"
"170",170,99,"gi|558651706|gb|KF826849.1|HRSV|05_Jan_10|2010|USA|NA"
"171",171,193,"gi|532130000|gb|KF530269.1|HRSV|10_Dec_09|2009|USA|NA"
"172",172,84,"gi|558651575|gb|KF826838.1|HRSV|06_Jun_06|2006|Argentina|SA"
"173",173,105,"gi|558651479|gb|KF826830.1|HRSV|01_Mar_09|2009|Germany|EU"
"174",174,101,"gi|392302008|gb|JX015498.1|Human_respiratory_syncytial_virus|27_Dec_08|2008|Netherlands|EU"
"175",175,127,"gi|604642972|gb|KJ627328.1|HRSV|20_May_10|2010|Peru|SA"
"176",176,102,"gi|558651491|gb|KF826831.1|HRSV|01_Dec_09|2009|Germany|EU"
"177",177,96,"gi|392301816|gb|JX015482.1|Human_respiratory_syncytial_virus|22_Nov_06|2006|Belgium|EU"
"178",178,90,"gi|392301912|gb|JX015490.1|Human_respiratory_syncytial_virus|19_Nov_07|2007|Netherlands|EU"
"179",179,85,"gi|392301948|gb|JX015493.1|Human_respiratory_syncytial_virus|07_Jan_08|2008|Netherlands|EU"
"180",180,83,"gi|392301924|gb|JX015491.1|Human_respiratory_syncytial_virus|23_Nov_07|2007|Netherlands|EU"
"181",181,83,"gi|392301900|gb|JX015489.1|Human_respiratory_syncytial_virus|03_Dec_07|2007|Netherlands|EU"
"182",182,82,"gi|392301936|gb|JX015492.1|Human_respiratory_syncytial_virus|24_Dec_07|2007|Netherlands|EU"
"183",183,85,"gi|392301840|gb|JX015484.1|Human_respiratory_syncytial_virus|06_Nov_07|2007|Netherlands|EU"
"184",184,136,"gi|604642601|gb|KJ627300.1|HRSV|13_May_09|2009|Peru|SA"
"185",185,141,"gi|604643248|gb|KJ627349.1|HRSV|17_Sep_09|2009|Peru|SA"
"186",186,130,"gi|604642904|gb|KJ627322.1|HRSV|03_Apr_09|2009|Peru|SA"
"187",187,142,"gi|604642658|gb|KJ627304.1|HRSV|15_Apr_09|2009|Peru|SA"
"188",188,263,"gi|604641867|gb|KJ627246.1|HRSV|23_Apr_09|2009|Peru|SA"
"189",189,134,"gi|604642201|gb|KJ627271.1|HRSV|29_May_09|2009|Peru|SA"
"190",190,101,"gi|558651790|gb|KF826856.1|HRSV|23_Apr_09|2009|Italy|EU"
"191",191,128,"gi|604642712|gb|KJ627308.1|HRSV|13_Apr_10|2010|Peru|SA"
"192",192,257,"gi|604642644|gb|KJ627303.1|HRSV|20_Apr_10|2010|Peru|SA"
"193",193,130,"gi|604643349|gb|KJ627356.1|HRSV|22_Apr_10|2010|Peru|SA"
"194",194,126,"gi|604643180|gb|KJ627343.1|HRSV|30_Mar_10|2010|Peru|SA"
"195",195,92,"gi|392301828|gb|JX015483.1|Human_respiratory_syncytial_virus|29_Dec_08|2008|Netherlands|EU"
"196",196,140,"gi|352962893|gb|JF920054.1|Human_respiratory_syncytial_virus|16_Feb_10|2010|USA|NA"
"197",197,138,"gi|604642516|gb|KJ627294.1|HRSV|20_May_10|2010|Peru|SA"
"198",198,127,"gi|604643262|gb|KJ627350.1|HRSV|05_Apr_09|2009|Peru|SA"
"199",199,130,"gi|604642406|gb|KJ627286.1|HRSV|18_Apr_09|2009|Peru|SA"
"200",200,123,"gi|604643193|gb|KJ627344.1|HRSV|23_Apr_09|2009|Peru|SA"
"201",201,129,"gi|604642864|gb|KJ627319.1|HRSV|21_Apr_09|2009|Peru|SA"
"202",202,128,"gi|604643488|gb|KJ627367.1|HRSV|06_May_10|2010|Peru|SA"
"203",203,267,"gi|604642311|gb|KJ627279.1|HRSV|18_May_10|2010|Peru|SA"
"204",204,126,"gi|604643544|gb|KJ627372.1|HRSV|27_Feb_10|2010|Peru|SA"
"205",205,121,"gi|604643459|gb|KJ627365.1|HRSV|23_Mar_10|2010|Peru|SA"
"206",206,120,"gi|604642008|gb|KJ627256.1|HRSV|16_Aug_09|2009|Peru|SA"
"207",207,272,"gi|604641967|gb|KJ627253.1|HRSV|25_Sep_09|2009|Peru|SA"
"208",208,128,"gi|604642726|gb|KJ627309.1|HRSV|15_Apr_10|2010|Peru|SA"
"209",209,126,"gi|604642160|gb|KJ627268.1|HRSV|22_Apr_10|2010|Peru|SA"
"210",210,125,"gi|604642617|gb|KJ627301.1|HRSV|14_Apr_10|2010|Peru|SA"
"211",211,126,"gi|604642077|gb|KJ627261.1|HRSV|21_Apr_10|2010|Peru|SA"
"212",212,125,"gi|604641853|gb|KJ627245.1|HRSV|29_Apr_10|2010|Peru|SA"
"213",213,144,"gi|604643516|gb|KJ627370.1|HRSV|16_May_11|2011|Peru|SA"
"214",214,136,"gi|604643276|gb|KJ627351.1|HRSV|13_Apr_11|2011|Peru|SA"
"215",215,134,"gi|604642766|gb|KJ627312.1|HRSV|20_May_10|2010|Peru|SA"
"216",216,134,"gi|604641925|gb|KJ627250.1|HRSV|08_Jun_10|2010|Peru|SA"
"217",217,129,"gi|604642420|gb|KJ627287.1|HRSV|08_Apr_10|2010|Peru|SA"
"218",218,134,"gi|604642366|gb|KJ627283.1|HRSV|15_May_10|2010|Peru|SA"
"219",219,131,"gi|604642877|gb|KJ627320.1|HRSV|24_Apr_10|2010|Peru|SA"
"220",220,258,"gi|604642559|gb|KJ627297.1|HRSV|07_May_10|2010|Peru|SA"
"221",221,126,"gi|604643221|gb|KJ627346.1|HRSV|28_Feb_10|2010|Peru|SA"
"222",222,126,"gi|604642946|gb|KJ627326.1|HRSV|23_Feb_10|2010|Peru|SA"
"223",223,126,"gi|604642531|gb|KJ627295.1|HRSV|24_Feb_10|2010|Peru|SA"
"224",224,127,"gi|604643333|gb|KJ627355.1|HRSV|17_Feb_10|2010|Peru|SA"
"225",225,132,"gi|604641953|gb|KJ627252.1|HRSV|19_Jan_10|2010|Peru|SA"
"226",226,126,"gi|604642214|gb|KJ627272.1|HRSV|27_Apr_09|2009|Peru|SA"
"227",227,126,"gi|604642807|gb|KJ627315.1|HRSV|22_May_09|2009|Peru|SA"
"228",228,129,"gi|604643559|gb|KJ627373.1|HRSV|13_May_09|2009|Peru|SA"
"229",229,132,"gi|604642472|gb|KJ627291.1|HRSV|02_May_09|2009|Peru|SA"
"230",230,129,"gi|604642850|gb|KJ627318.1|HRSV|17_Apr_09|2009|Peru|SA"
"231",231,126,"gi|604643404|gb|KJ627360.1|HRSV|14_May_09|2009|Peru|SA"
"232",232,123,"gi|604642685|gb|KJ627306.1|HRSV|11_May_09|2009|Peru|SA"
"233",233,154,"gi|532129948|gb|KF530261.1|HRSV|01_May_08|2008|Germany|EU"
"234",234,88,"gi|392301960|gb|JX015494.1|Human_respiratory_syncytial_virus|14_Jan_08|2008|Netherlands|EU"
"235",235,137,"gi|604642256|gb|KJ627275.1|HRSV|24_May_10|2010|Peru|SA"
"236",236,138,"gi|604642146|gb|KJ627267.1|HRSV|08_Feb_10|2010|Peru|SA"
"237",237,141,"gi|604642821|gb|KJ627316.1|HRSV|21_Apr_10|2010|Peru|SA"
"238",238,82,"gi|392301984|gb|JX015496.1|Human_respiratory_syncytial_virus|26_Nov_08|2008|Netherlands|EU"
"239",239,91,"gi|558651778|gb|KF826855.1|HRSV|26_Mar_09|2009|Italy|EU"
"240",240,108,"gi|558651515|gb|KF826833.1|HRSV|19_Mar_09|2009|Italy|EU"
"241",241,144,"gi|604643042|gb|KJ627333.1|HRSV|11_Mar_10|2010|Peru|SA"
"242",242,134,"gi|604642036|gb|KJ627258.1|HRSV|24_Apr_10|2010|Peru|SA"
"243",243,137,"gi|604642699|gb|KJ627307.1|HRSV|25_May_10|2010|Peru|SA"
"244",244,129,"gi|604642932|gb|KJ627325.1|HRSV|30_Mar_10|2010|Peru|SA"
"245",245,132,"gi|604642187|gb|KJ627270.1|HRSV|28_Mar_10|2010|Peru|SA"
"246",246,131,"gi|604642779|gb|KJ627313.1|HRSV|22_Apr_10|2010|Peru|SA"
"247",247,130,"gi|604642986|gb|KJ627329.1|HRSV|28_Apr_10|2010|Peru|SA"
"248",248,130,"gi|604642573|gb|KJ627298.1|HRSV|14_Apr_10|2010|Peru|SA"
"249",249,134,"gi|604643056|gb|KJ627334.1|HRSV|06_Aug_10|2010|Peru|SA"
"250",250,134,"gi|604642106|gb|KJ627263.1|HRSV|01_Aug_10|2010|Peru|SA"
"251",251,130,"gi|604642174|gb|KJ627269.1|HRSV|30_Jan_10|2010|Peru|SA"
"252",252,131,"gi|604643530|gb|KJ627371.1|HRSV|01_May_10|2010|Peru|SA"
"253",253,131,"gi|604642488|gb|KJ627292.1|HRSV|19_Apr_10|2010|Peru|SA"
"254",254,143,"gi|604643376|gb|KJ627358.1|HRSV|05_Mar_10|2010|Peru|SA"
"255",255,128,"gi|604642228|gb|KJ627273.1|HRSV|16_Mar_10|2010|Peru|SA"
"256",256,128,"gi|604642545|gb|KJ627296.1|HRSV|24_Apr_10|2010|Peru|SA"
"257",257,129,"gi|604643362|gb|KJ627357.1|HRSV|30_Apr_10|2010|Peru|SA"
"258",258,128,"gi|604643207|gb|KJ627345.1|HRSV|19_Mar_10|2010|Peru|SA"
"259",259,140,"gi|392301768|gb|JQ901447.1|Human_respiratory_syncytial_virus|03_Jan_01|2001|Netherlands|EU"
"260",260,241,"gi|604643304|gb|KJ627353.1|HRSV|18_Mar_08|2008|Peru|SA"
"261",261,244,"gi|604643084|gb|KJ627336.1|HRSV|29_Feb_08|2008|Peru|SA"
