"","num","Differences","sequencename"
"61",61,65,"gi|558651443|gb|KF826827.1|HRSV|26_May_04|2004|Argentina|SA"
"62",62,63,"gi|392301732|gb|JQ901450.1|Human_respiratory_syncytial_virus|24_Jan_01|2001|Netherlands|EU"
"63",63,65,"gi|392301744|gb|JQ901449.1|Human_respiratory_syncytial_virus|10_Jan_01|2001|Netherlands|EU"
"64",64,73,"gi|392301756|gb|JQ901448.1|Human_respiratory_syncytial_virus|07_Jan_01|2001|Netherlands|EU"
"65",65,58,"gi|458599863|gb|JX198135.1|HRSV|Dec_94|2094|USA|NA"
"66",66,57,"gi|458599787|gb|JX198116.1|HRSV|Feb_93|2093|USA|NA"
"67",67,58,"gi|458599879|gb|JX198139.1|HRSV|Mar_94|2094|USA|NA"
"68",68,55,"gi|458599779|gb|JX198114.1|HRSV|Jan_91|2091|USA|NA"
"69",69,54,"gi|458599783|gb|JX198115.1|HRSV|Jan_91|2091|USA|NA"
"70",70,246,"gi|322836029|gb|HQ731778.1|Human_respiratory_syncytial_virus|2006|2006|Thailand|AS"
"71",71,263,"gi|443412026|gb|JX513289.1|Human_respiratory_syncytial_virus|2005|2005|Brazil|SA"
"72",72,66,"gi|532129988|gb|KF530268.1|HRSV|27_Jan_07|2007|Mexico|NA"
"73",73,70,"gi|558651742|gb|KF826852.1|HRSV|2007|2007|USA|NA"
"74",74,65,"gi|458599759|gb|JX198109.1|HRSV|Jan_05|2005|USA|NA"
"75",75,66,"gi|458599831|gb|JX198127.1|HRSV|Dec_04|2004|USA|NA"
"76",76,66,"gi|458599839|gb|JX198129.1|HRSV|Dec_04|2004|USA|NA"
"77",77,66,"gi|458599823|gb|JX198125.1|HRSV|Dec_04|2004|USA|NA"
"78",78,262,"gi|443412094|gb|JX513323.1|Human_respiratory_syncytial_virus|2005|2005|Brazil|SA"
"79",79,63,"gi|558651682|gb|KF826847.1|HRSV|2007|2007|Australia|OC"
"80",80,266,"gi|443412108|gb|JX513330.1|Human_respiratory_syncytial_virus|2007|2007|Brazil|SA"
"81",81,67,"gi|392301684|gb|JQ901454.1|Human_respiratory_syncytial_virus|04_Jan_02|2002|Netherlands|EU"
"82",82,63,"gi|392301888|gb|JX015488.1|Human_respiratory_syncytial_virus|09_Jan_06|2006|Netherlands|EU"
"83",83,63,"gi|392301852|gb|JX015485.1|Human_respiratory_syncytial_virus|04_Jan_05|2005|Netherlands|EU"
"84",84,64,"gi|558651395|gb|KF826823.1|HRSV|17_Oct_98|1998|USA|NA"
"85",85,64,"gi|558651407|gb|KF826824.1|HRSV|28_Oct_98|1998|USA|NA"
"86",86,61,"gi|392976453|gb|JX069802.1|Human_respiratory_syncytial_virus|12_Dec_98|1998|USA|NA"
"87",87,62,"gi|392976465|gb|JX069803.1|Human_respiratory_syncytial_virus|04_Mar_00|2000|USA|NA"
"88",88,73,"gi|558651766|gb|KF826854.1|HRSV|26_Feb_09|2009|Italy|EU"
"89",89,65,"gi|392301720|gb|JQ901451.1|Human_respiratory_syncytial_virus|24_Jan_01|2001|Netherlands|EU"
"90",90,904,"gi|306417007|emb|FR681701.1|Human_respiratory_syncytial_virus_A|Dec_07|2007|France|EU"
"91",91,65,"gi|532129936|gb|KF530260.1|HRSV|21_Jun_05|2005|Argentina|SA"
"92",92,904,"gi|306417004|emb|FR681700.1|Human_respiratory_syncytial_virus_A|Dec_07|2007|France|EU"
"93",93,110,"gi|352963060|gb|JF920068.1|Human_respiratory_syncytial_virus|29_Mar_98|1998|USA|NA"
"94",94,44,"gi|505581632|gb|KC297374.1|Human_respiratory_syncytial_virus_A|2012|2012|China|AS"
"95",95,44,"gi|505581566|gb|KC297341.1|Human_respiratory_syncytial_virus_A|2012|2012|China|AS"
"96",96,44,"gi|505581532|gb|KC297324.1|Human_respiratory_syncytial_virus_A|2011|2011|China|AS"
"97",97,45,"gi|505581646|gb|KC297381.1|Human_respiratory_syncytial_virus_A|2007|2007|China|AS"
"98",98,59,"gi|458599851|gb|JX198132.1|HRSV|Jan_05|2005|USA|NA"
"99",99,28,"gi|392976405|gb|JX069798.1|Human_respiratory_syncytial_virus|20_Feb_01|2001|USA|NA"
"100",100,34,"gi|262479002|gb|FJ948820.1|Human_respiratory_syncytial_virus|Dec_99|2099|Netherlands|EU"
"101",101,38,"gi|558492912|gb|KC476743.1|HRSV|2009|2009|South_Africa|AF"
"102",102,212,"gi|322835949|gb|HQ731738.1|Human_respiratory_syncytial_virus|2008|2008|United_Kingdom|EU"
"103",103,212,"gi|322835947|gb|HQ731737.1|Human_respiratory_syncytial_virus|2008|2008|United_Kingdom|EU"
"104",104,904,"gi|306416989|emb|FR681695.1|Human_respiratory_syncytial_virus_A|Feb_07|2007|France|EU"
"105",105,36,"gi|401815155|gb|JX131637.1|HRSV|16_Mar_08|2008|Saudi_Arabia|AS"
"106",106,27,"gi|604642671|gb|KJ627305.1|HRSV|17_Mar_07|2007|Peru|SA"
"107",107,28,"gi|604643290|gb|KJ627352.1|HRSV|17_Mar_07|2007|Peru|SA"
"108",108,27,"gi|604643418|gb|KJ627361.1|HRSV|26_Jan_07|2007|Peru|SA"
"109",109,6,"gi|558651491|gb|KF826831.1|HRSV|01_Dec_09|2009|Germany|EU"
"110",110,8,"gi|392301900|gb|JX015489.1|Human_respiratory_syncytial_virus|03_Dec_07|2007|Netherlands|EU"
"111",111,6,"gi|392301816|gb|JX015482.1|Human_respiratory_syncytial_virus|22_Nov_06|2006|Belgium|EU"
"112",112,10,"gi|392301912|gb|JX015490.1|Human_respiratory_syncytial_virus|19_Nov_07|2007|Netherlands|EU"
"113",113,8,"gi|392301924|gb|JX015491.1|Human_respiratory_syncytial_virus|23_Nov_07|2007|Netherlands|EU"
"114",114,8,"gi|392301840|gb|JX015484.1|Human_respiratory_syncytial_virus|06_Nov_07|2007|Netherlands|EU"
"115",115,8,"gi|392301936|gb|JX015492.1|Human_respiratory_syncytial_virus|24_Dec_07|2007|Netherlands|EU"
"116",116,8,"gi|392301948|gb|JX015493.1|Human_respiratory_syncytial_virus|07_Jan_08|2008|Netherlands|EU"
"117",117,904,"gi|306417013|emb|FR681703.1|Human_respiratory_syncytial_virus_A|Feb_08|2008|France|EU"
"118",118,904,"gi|306416995|emb|FR681697.1|Human_respiratory_syncytial_virus_A|Feb_07|2007|France|EU"
"119",119,904,"gi|306416992|emb|FR681696.1|Human_respiratory_syncytial_virus_A|Feb_07|2007|France|EU"
"120",120,904,"gi|306417019|emb|FR681705.1|Human_respiratory_syncytial_virus_A|Nov_08|2008|France|EU"
"121",121,904,"gi|306417001|emb|FR681699.1|Human_respiratory_syncytial_virus_A|Dec_07|2007|France|EU"
"122",122,904,"gi|306416998|emb|FR681698.1|Human_respiratory_syncytial_virus_A|Mar_07|2007|France|EU"
"123",123,904,"gi|306417016|emb|FR681704.1|Human_respiratory_syncytial_virus_A|Apr_08|2008|France|EU"
"124",124,36,"gi|392301792|gb|JX015480.1|Human_respiratory_syncytial_virus|10_Dec_07|2007|Netherlands|EU"
"125",125,29,"gi|558651694|gb|KF826848.1|HRSV|2007|2007|Australia|OC"
"126",126,28,"gi|392301696|gb|JQ901453.1|Human_respiratory_syncytial_virus|03_Jan_02|2002|Netherlands|EU"
"127",127,26,"gi|392301708|gb|JQ901452.1|Human_respiratory_syncytial_virus|22_Dec_01|2001|Netherlands|EU"
"128",128,23,"gi|458599827|gb|JX198126.1|HRSV|Dec_04|2004|USA|NA"
"129",129,23,"gi|458599763|gb|JX198110.1|HRSV|Jan_05|2005|USA|NA"
"130",130,24,"gi|458599803|gb|JX198120.1|HRSV|Nov_04|2004|USA|NA"
"131",131,24,"gi|458599751|gb|JX198107.1|HRSV|Jan_05|2005|USA|NA"
"132",132,23,"gi|458599755|gb|JX198108.1|HRSV|Jan_05|2005|USA|NA"
"133",133,33,"gi|604643304|gb|KJ627353.1|HRSV|18_Mar_08|2008|Peru|SA"
"134",134,32,"gi|604643084|gb|KJ627336.1|HRSV|29_Feb_08|2008|Peru|SA"
"135",135,31,"gi|604642064|gb|KJ627260.1|HRSV|17_Mar_08|2008|Peru|SA"
"136",136,35,"gi|604641995|gb|KJ627255.1|HRSV|01_Apr_09|2009|Peru|SA"
"137",137,31,"gi|604642753|gb|KJ627311.1|HRSV|06_Jun_08|2008|Peru|SA"
"138",138,32,"gi|604642959|gb|KJ627327.1|HRSV|25_Jul_07|2007|Peru|SA"
"139",139,36,"gi|604642270|gb|KJ627276.1|HRSV|29_Apr_09|2009|Peru|SA"
"140",140,35,"gi|604641896|gb|KJ627248.1|HRSV|30_Apr_09|2009|Peru|SA"
"141",141,33,"gi|604642446|gb|KJ627289.1|HRSV|11_May_09|2009|Peru|SA"
"142",142,33,"gi|604642380|gb|KJ627284.1|HRSV|29_May_09|2009|Peru|SA"
"143",143,33,"gi|604643126|gb|KJ627339.1|HRSV|11_Mar_09|2009|Peru|SA"
"144",144,33,"gi|604643475|gb|KJ627366.1|HRSV|20_Apr_09|2009|Peru|SA"
"145",145,33,"gi|604642918|gb|KJ627324.1|HRSV|20_Apr_09|2009|Peru|SA"
"146",146,33,"gi|604642793|gb|KJ627314.1|HRSV|18_May_09|2009|Peru|SA"
"147",147,33,"gi|604642891|gb|KJ627321.1|HRSV|17_Apr_09|2009|Peru|SA"
"148",148,30,"gi|392301636|gb|JQ901458.1|Human_respiratory_syncytial_virus|23_Dec_03|2003|Netherlands|EU"
"149",149,23,"gi|392301648|gb|JQ901457.1|Human_respiratory_syncytial_virus|22_Dec_03|2003|Netherlands|EU"
"150",150,27,"gi|392301864|gb|JX015486.1|Human_respiratory_syncytial_virus|05_Jan_05|2005|Netherlands|EU"
"151",151,904,"gi|306417028|emb|FR681708.1|Human_respiratory_syncytial_virus_A|Dec_08|2008|France|EU"
"152",152,20,"gi|352962929|gb|JF920057.1|Human_respiratory_syncytial_virus|21_Mar_98|1998|USA|NA"
"153",153,26,"gi|392976417|gb|JX069799.1|Human_respiratory_syncytial_virus|13_Mar_01|2001|USA|NA"
"154",154,35,"gi|530719500|dbj|AB846662.1|HRSV|2004|2004|Japan|AS"
"155",155,29,"gi|458599743|gb|JX198105.1|HRSV|Jan_05|2005|USA|NA"
"156",156,29,"gi|458599835|gb|JX198128.1|HRSV|Dec_04|2004|USA|NA"
"157",157,28,"gi|458599859|gb|JX198134.1|HRSV|Jan_05|2005|USA|NA"
"158",158,30,"gi|458599847|gb|JX198131.1|HRSV|Jan_05|2005|USA|NA"
"159",159,252,"gi|443412086|gb|JX513319.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"160",160,229,"gi|443412120|gb|JX513336.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"161",161,365,"gi|582014497|dbj|AB848369.1|HRSV|Jan_13|2013|Philippines|AS"
"162",162,364,"gi|582014505|dbj|AB848373.1|HRSV|Jan_13|2013|Philippines|AS"
"163",163,365,"gi|604642119|gb|KJ627264.1|HRSV|16_May_12|2012|Peru|SA"
"164",164,364,"gi|582014501|dbj|AB848371.1|HRSV|Dec_12|2012|Philippines|AS"
"165",165,363,"gi|582014503|dbj|AB848372.1|HRSV|Dec_12|2012|Philippines|AS"
"166",166,363,"gi|353441603|gb|JN257682.1|Human_respiratory_syncytial_virus|29_Dec_10|2010|Canada|NA"
"167",167,363,"gi|582014499|dbj|AB848370.1|HRSV|Dec_12|2012|Philippines|AS"
"168",168,363,"gi|582014507|dbj|AB848374.1|HRSV|Jan_13|2013|Philippines|AS"
"169",169,363,"gi|582014495|dbj|AB848368.1|HRSV|Jan_13|2013|Philippines|AS"
"170",170,363,"gi|582014493|dbj|AB848367.1|HRSV|Dec_12|2012|Philippines|AS"
"171",171,363,"gi|582014491|dbj|AB848366.1|HRSV|Dec_12|2012|Philippines|AS"
"172",172,363,"gi|353441605|gb|JN257683.1|Human_respiratory_syncytial_virus|19_Jan_11|2011|Canada|NA"
"173",173,219,"gi|443412056|gb|JX513304.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"174",174,365,"gi|353441615|gb|JN257688.1|Human_respiratory_syncytial_virus|05_Mar_10|2010|Canada|NA"
"175",175,364,"gi|532129948|gb|KF530261.1|HRSV|01_May_08|2008|Germany|EU"
"176",176,362,"gi|574959644|gb|KF246614.1|HRSV|07_Aug_10|2010|India|AS"
"177",177,364,"gi|353441607|gb|JN257684.1|Human_respiratory_syncytial_virus|04_Jan_11|2011|Canada|NA"
"178",178,363,"gi|604642201|gb|KJ627271.1|HRSV|29_May_09|2009|Peru|SA"
"179",179,367,"gi|353441609|gb|JN257685.1|Human_respiratory_syncytial_virus|28_Jan_11|2011|Canada|NA"
"180",180,362,"gi|604643573|gb|KJ627374.1|HRSV|19_Apr_11|2011|Peru|SA"
"181",181,364,"gi|353441611|gb|JN257686.1|Human_respiratory_syncytial_virus|03_Mar_10|2010|Canada|NA"
"182",182,362,"gi|530409698|gb|KC978856.1|HRSV|11_Dec_11|2011|China|AS"
"183",183,362,"gi|574959723|gb|KF246643.1|HRSV|12_Mar_12|2012|India|AS"
"184",184,365,"gi|346340366|gb|JF714710.1|Human_respiratory_syncytial_virus|16_Jan_09|2009|Saudi_Arabia|AS"
"185",185,406,"gi|499139838|gb|KC763336.1|Human_respiratory_syncytial_virus|15_Oct_10|2010|Saudi_Arabia|AS"
"186",186,360,"gi|353441617|gb|JN257689.1|Human_respiratory_syncytial_virus|24_Jan_11|2011|Canada|NA"
"187",187,401,"gi|499139836|gb|KC763334.1|Human_respiratory_syncytial_virus|03_Oct_10|2010|Saudi_Arabia|AS"
"188",188,216,"gi|443412054|gb|JX513303.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"189",189,217,"gi|443412036|gb|JX513294.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"190",190,218,"gi|443412020|gb|JX513286.1|Human_respiratory_syncytial_virus|2007|2007|Brazil|SA"
"191",191,217,"gi|443412024|gb|JX513288.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"192",192,217,"gi|443412008|gb|JX513280.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"193",193,218,"gi|443411994|gb|JX513273.1|Human_respiratory_syncytial_virus|2007|2007|Brazil|SA"
"194",194,222,"gi|443412146|gb|JX513349.1|Human_respiratory_syncytial_virus|2011|2011|Brazil|SA"
"195",195,219,"gi|443412186|gb|JX513369.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"196",196,226,"gi|443412188|gb|JX513370.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"197",197,217,"gi|443411986|gb|JX513269.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"198",198,220,"gi|443412022|gb|JX513287.1|Human_respiratory_syncytial_virus|2009|2009|Brazil|SA"
"199",199,15,"gi|574959596|gb|KF246596.1|HRSV|23_Dec_09|2009|India|AS"
"200",200,404,"gi|499139840|gb|KC763338.1|Human_respiratory_syncytial_virus|25_Nov_10|2010|Saudi_Arabia|AS"
"201",201,17,"gi|574959638|gb|KF246612.1|HRSV|04_Aug_10|2010|India|AS"
"202",202,362,"gi|353441619|gb|JN257690.1|Human_respiratory_syncytial_virus|28_Jan_11|2011|Canada|NA"
"203",203,28,"gi|607029772|gb|KF915167.1|HRSV|29_Dec_10|2010|Spain|EU"
"204",204,28,"gi|353441641|gb|JN257701.1|Human_respiratory_syncytial_virus|28_Jan_11|2011|Canada|NA"
"205",205,28,"gi|582014483|dbj|AB846654.1|HRSV|Jan_13|2013|Philippines|AS"
"206",206,24,"gi|607029768|gb|KF915165.1|HRSV|22_Dec_10|2010|Spain|EU"
"207",207,26,"gi|607029904|gb|KF915233.1|HRSV|23_Nov_12|2012|Spain|EU"
"208",208,23,"gi|574959717|gb|KF246640.1|HRSV|11_Aug_12|2012|India|AS"
"209",209,15,"gi|511774854|gb|KC731482.1|Human_respiratory_syncytial_virus|2011|2011|India|AS"
"210",210,26,"gi|574959713|gb|KF246638.1|HRSV|31_Jul_12|2012|India|AS"
"211",211,26,"gi|574959719|gb|KF246641.1|HRSV|11_Aug_12|2012|India|AS"
"212",212,23,"gi|607029906|gb|KF915234.1|HRSV|21_Nov_12|2012|Spain|EU"
"213",213,24,"gi|607029908|gb|KF915235.1|HRSV|29_Nov_12|2012|Spain|EU"
"214",214,23,"gi|607029970|gb|KF915266.1|HRSV|13_Jan_13|2013|Spain|EU"
"215",215,23,"gi|607029966|gb|KF915264.1|HRSV|09_Jan_13|2013|Spain|EU"
"216",216,23,"gi|607029948|gb|KF915255.1|HRSV|07_Jan_13|2013|Spain|EU"
"217",217,23,"gi|607029930|gb|KF915246.1|HRSV|15_Dec_12|2012|Spain|EU"
"218",218,23,"gi|607029914|gb|KF915238.1|HRSV|08_Dec_12|2012|Spain|EU"
"219",219,23,"gi|607029924|gb|KF915243.1|HRSV|15_Dec_12|2012|Spain|EU"
"220",220,20,"gi|607029922|gb|KF915242.1|HRSV|13_Dec_12|2012|Spain|EU"
"221",221,21,"gi|607029956|gb|KF915259.1|HRSV|05_Jan_13|2013|Spain|EU"
"222",222,23,"gi|607029902|gb|KF915232.1|HRSV|24_Nov_12|2012|Spain|EU"
"223",223,23,"gi|607029900|gb|KF915231.1|HRSV|17_Nov_12|2012|Spain|EU"
"224",224,23,"gi|607029940|gb|KF915251.1|HRSV|19_Dec_12|2012|Spain|EU"
"225",225,23,"gi|607029936|gb|KF915249.1|HRSV|17_Dec_12|2012|Spain|EU"
"226",226,23,"gi|607029910|gb|KF915236.1|HRSV|28_Nov_12|2012|Spain|EU"
"227",227,22,"gi|607029968|gb|KF915265.1|HRSV|10_Jan_13|2013|Spain|EU"
"228",228,22,"gi|607029964|gb|KF915263.1|HRSV|03_Jan_13|2013|Spain|EU"
"229",229,22,"gi|607029962|gb|KF915262.1|HRSV|02_Jan_13|2013|Spain|EU"
"230",230,22,"gi|607029960|gb|KF915261.1|HRSV|02_Jan_13|2013|Spain|EU"
"231",231,22,"gi|607029958|gb|KF915260.1|HRSV|01_Jan_13|2013|Spain|EU"
"232",232,22,"gi|607029954|gb|KF915258.1|HRSV|31_Dec_12|2012|Spain|EU"
"233",233,22,"gi|607029952|gb|KF915257.1|HRSV|31_Dec_12|2012|Spain|EU"
"234",234,22,"gi|607029950|gb|KF915256.1|HRSV|30_Dec_12|2012|Spain|EU"
"235",235,22,"gi|607029946|gb|KF915254.1|HRSV|08_Jan_13|2013|Spain|EU"
"236",236,22,"gi|607029944|gb|KF915253.1|HRSV|17_Dec_12|2012|Spain|EU"
"237",237,22,"gi|607029942|gb|KF915252.1|HRSV|19_Dec_12|2012|Spain|EU"
"238",238,22,"gi|607029938|gb|KF915250.1|HRSV|19_Dec_12|2012|Spain|EU"
"239",239,22,"gi|607029934|gb|KF915248.1|HRSV|14_Dec_12|2012|Spain|EU"
"240",240,22,"gi|607029928|gb|KF915245.1|HRSV|14_Dec_12|2012|Spain|EU"
"241",241,22,"gi|607029926|gb|KF915244.1|HRSV|16_Dec_12|2012|Spain|EU"
"242",242,22,"gi|607029920|gb|KF915241.1|HRSV|10_Dec_12|2012|Spain|EU"
"243",243,22,"gi|607029918|gb|KF915240.1|HRSV|11_Dec_12|2012|Spain|EU"
"244",244,22,"gi|607029916|gb|KF915239.1|HRSV|09_Dec_12|2012|Spain|EU"
"245",245,22,"gi|607029912|gb|KF915237.1|HRSV|08_Dec_12|2012|Spain|EU"
"246",246,22,"gi|607029898|gb|KF915230.1|HRSV|17_Nov_12|2012|Spain|EU"
"247",247,22,"gi|607029896|gb|KF915229.1|HRSV|05_Nov_12|2012|Spain|EU"
"248",248,28,"gi|582014487|dbj|AB846656.1|HRSV|Jan_13|2013|Philippines|AS"
"249",249,27,"gi|582014489|dbj|AB846657.1|HRSV|Jan_13|2013|Philippines|AS"
"250",250,19,"gi|408816330|dbj|AB754590.1|Human_respiratory_syncytial_virus|24_Sep_12|2012|Japan|AS"
"251",251,17,"gi|505581208|gb|KC559442.1|Human_respiratory_syncytial_virus_A|Nov_12|2012|China|AS"
"252",252,17,"gi|505581204|gb|KC461213.1|Human_respiratory_syncytial_virus_A|Nov_12|2012|China|AS"
"253",253,17,"gi|505581202|gb|KC461212.1|Human_respiratory_syncytial_virus_A|Nov_12|2012|China|AS"
"254",254,287,"gi|445066956|gb|KC342440.1|HRSV|20_Oct_11|2011|Thailand|AS"
"255",255,21,"gi|415682125|dbj|AB761610.1|Human_respiratory_syncytial_virus|19_Oct_12|2012|Japan|AS"
"256",256,21,"gi|415682121|dbj|AB761609.1|Human_respiratory_syncytial_virus|15_Oct_12|2012|Japan|AS"
"257",257,24,"gi|607029892|gb|KF915227.1|HRSV|20_Dec_11|2011|Spain|EU"
"258",258,25,"gi|607029894|gb|KF915228.1|HRSV|11_Jan_12|2012|Spain|EU"
"259",259,25,"gi|582014485|dbj|AB846655.1|HRSV|Dec_12|2012|Philippines|AS"
"260",260,25,"gi|607029932|gb|KF915247.1|HRSV|14_Dec_12|2012|Spain|EU"
"261",261,22,"gi|574959715|gb|KF246639.1|HRSV|11_Aug_12|2012|India|AS"
"262",262,292,"gi|445066938|gb|KC342431.1|HRSV|03_Oct_11|2011|Thailand|AS"
"263",263,20,"gi|415682144|dbj|AB761611.1|Human_respiratory_syncytial_virus|12_Oct_12|2012|Japan|AS"
"264",264,13,"gi|425706118|gb|JX627336.1|Human_respiratory_syncytial_virus|27_Dec_11|2011|South_Korea|AS"
