"","num","Differences","sequencename"
"22",22,52,"gi|391881231|gb|JN211122.1|Human_parvovirus_B19|Feb_2009|2009|Netherlands|EU"
"23",23,50,"gi|391881239|gb|JN211124.1|Human_parvovirus_B19|Jan_2009|2009|Netherlands|EU"
"24",24,47,"gi|391881407|gb|JN211166.1|Human_parvovirus_B19|Apr_2006|2006|Netherlands|EU"
"25",25,45,"gi|391881435|gb|JN211173.1|Human_parvovirus_B19|Sep_2006|2006|Netherlands|EU"
"26",26,45,"gi|391881351|gb|JN211152.1|Human_parvovirus_B19|May_2009|2009|Netherlands|EU"
"27",27,44,"gi|391881307|gb|JN211141.1|Human_parvovirus_B19|Jun_2006|2006|Netherlands|EU"
"28",28,43,"gi|391881479|gb|JN211184.1|Human_parvovirus_B19|Apr_2004|2004|Netherlands|EU"
"29",29,41,"gi|391881467|gb|JN211181.1|Human_parvovirus_B19|Jan_2004|2004|Netherlands|EU"
"30",30,36,"gi|530354413|gb|KC013321.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"31",31,42,"gi|530354564|gb|KC013351.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"32",32,42,"gi|530354377|gb|KC013313.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"33",33,44,"gi|530354445|gb|KC013327.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"34",34,34,"gi|530354473|gb|KC013332.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"35",35,788,"gi|530354488|gb|KC013335.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"36",36,25,"gi|530354427|gb|KC013324.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"37",37,830,"gi|530354329|gb|KC013304.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"38",38,23,"gi|530354392|gb|KC013316.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"39",39,38,"gi|530354371|gb|KC013312.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"40",40,52,"gi|530354476|gb|KC013333.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"41",41,48,"gi|530354531|gb|KC013344.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"42",42,50,"gi|530354382|gb|KC013314.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"43",43,48,"gi|530354502|gb|KC013338.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"44",44,44,"gi|530354467|gb|KC013331.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"45",45,32,"gi|391881363|gb|JN211155.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"46",46,39,"gi|219814649|gb|FJ591158.1|Human_parvovirus_B19|2008|2008|USA|NA"
"47",47,37,"gi|530354419|gb|KC013322.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"48",48,31,"gi|391881263|gb|JN211130.1|Human_parvovirus_B19|Jul_2003|2003|Netherlands|EU"
"49",49,1974,"gi|214010921|gb|FJ429098.1|Human_parvovirus_B19|Mar_2000|2000|Brazil|SA"
"50",50,31,"gi|530354543|gb|KC013346.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"51",51,32,"gi|391881411|gb|JN211167.1|Human_parvovirus_B19|May_2003|2003|Netherlands|EU"
"52",52,34,"gi|391881295|gb|JN211138.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
"53",53,34,"gi|391881379|gb|JN211159.1|Human_parvovirus_B19|Jul_2009|2009|Netherlands|EU"
"54",54,29,"gi|530354350|gb|KC013308.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"55",55,34,"gi|391881335|gb|JN211148.1|Human_parvovirus_B19|May_2008|2008|Netherlands|EU"
"56",56,28,"gi|391881227|gb|JN211121.1|Human_parvovirus_B19|Jan_2006|2006|Netherlands|EU"
"57",57,27,"gi|391881323|gb|JN211145.1|Human_parvovirus_B19|Mar_2006|2006|Netherlands|EU"
"58",58,25,"gi|391881251|gb|JN211127.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"59",59,22,"gi|391881243|gb|JN211125.1|Human_parvovirus_B19|Mar_2003|2003|Netherlands|EU"
"60",60,23,"gi|391881371|gb|JN211157.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"61",61,24,"gi|391881275|gb|JN211133.1|Human_parvovirus_B19|Mar_2009|2009|Netherlands|EU"
"62",62,25,"gi|391881455|gb|JN211178.1|Human_parvovirus_B19|Oct_2008|2008|Netherlands|EU"
"63",63,27,"gi|391881403|gb|JN211165.1|Human_parvovirus_B19|Aug_2009|2009|Netherlands|EU"
"64",64,30,"gi|391881375|gb|JN211158.1|Human_parvovirus_B19|Aug_2009|2009|Netherlands|EU"
"65",65,29,"gi|391881291|gb|JN211137.1|Human_parvovirus_B19|May_2009|2009|Netherlands|EU"
"66",66,28,"gi|391881367|gb|JN211156.1|Human_parvovirus_B19|Jul_2009|2009|Netherlands|EU"
"67",67,27,"gi|391881427|gb|JN211171.1|Human_parvovirus_B19|Dec_2008|2008|Netherlands|EU"
"68",68,27,"gi|391881311|gb|JN211142.1|Human_parvovirus_B19|Apr_2009|2009|Netherlands|EU"
"69",69,26,"gi|391881287|gb|JN211136.1|Human_parvovirus_B19|Jun_2008|2008|Netherlands|EU"
"70",70,20,"gi|391881347|gb|JN211151.1|Human_parvovirus_B19|Apr_2004|2004|Netherlands|EU"
"71",71,24,"gi|391881343|gb|JN211150.1|Human_parvovirus_B19|Mar_2004|2004|Netherlands|EU"
"72",72,21,"gi|391881475|gb|JN211183.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
"73",73,20,"gi|391881395|gb|JN211163.1|Human_parvovirus_B19|Jul_2003|2003|Netherlands|EU"
"74",74,20,"gi|391881447|gb|JN211176.1|Human_parvovirus_B19|Jul_2004|2004|Netherlands|EU"
"75",75,21,"gi|391881319|gb|JN211144.1|Human_parvovirus_B19|Feb_2004|2004|Netherlands|EU"
"76",76,25,"gi|391881471|gb|JN211182.1|Human_parvovirus_B19|Jun_2004|2004|Netherlands|EU"
"77",77,21,"gi|391881355|gb|JN211153.1|Human_parvovirus_B19|Jun_2004|2004|Netherlands|EU"
"78",78,23,"gi|391881383|gb|JN211160.1|Human_parvovirus_B19|Sep_2004|2004|Netherlands|EU"
"79",79,20,"gi|391881339|gb|JN211149.1|Human_parvovirus_B19|Nov_2004|2004|Netherlands|EU"
"80",80,21,"gi|391881299|gb|JN211139.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
"81",81,23,"gi|391881331|gb|JN211147.1|Human_parvovirus_B19|Jun_2006|2006|Netherlands|EU"
"82",82,21,"gi|391881315|gb|JN211143.1|Human_parvovirus_B19|Apr_2006|2006|Netherlands|EU"
"83",83,23,"gi|391881267|gb|JN211131.1|Human_parvovirus_B19|Feb_2006|2006|Netherlands|EU"
"84",84,21,"gi|391881451|gb|JN211177.1|Human_parvovirus_B19|Dec_2004|2004|Netherlands|EU"
"85",85,22,"gi|391881399|gb|JN211164.1|Human_parvovirus_B19|May_2006|2006|Netherlands|EU"
"86",86,22,"gi|530354525|gb|KC013343.1|Human_parvovirus_B19|2007|2007|Brazil|SA"
"87",87,20,"gi|391881463|gb|JN211180.1|Human_parvovirus_B19|Aug_2003|2003|Netherlands|EU"
"88",88,4,"gi|270118453|emb|FN598217.1|Human_parvovirus_B19|22_Feb_2002|2002|Belgium|EU"
"89",89,18,"gi|391881259|gb|JN211129.1|Human_parvovirus_B19|Jan_2004|2004|Netherlands|EU"
"90",90,21,"gi|391881459|gb|JN211179.1|Human_parvovirus_B19|Jul_2006|2006|Netherlands|EU"
"91",91,28,"gi|530354335|gb|KC013305.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"92",92,23,"gi|530354457|gb|KC013329.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"93",93,18,"gi|530354433|gb|KC013325.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"94",94,819,"gi|530354547|gb|KC013347.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"95",95,526,"gi|530354537|gb|KC013345.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
