"","num","Differences","sequencename"
"37",37,34,"gi|391881379|gb|JN211159.1|Human_parvovirus_B19|Jul_2009|2009|Netherlands|EU"
"38",38,34,"gi|391881335|gb|JN211148.1|Human_parvovirus_B19|May_2008|2008|Netherlands|EU"
"39",39,28,"gi|391881227|gb|JN211121.1|Human_parvovirus_B19|Jan_2006|2006|Netherlands|EU"
"40",40,27,"gi|391881323|gb|JN211145.1|Human_parvovirus_B19|Mar_2006|2006|Netherlands|EU"
"41",41,25,"gi|391881251|gb|JN211127.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"42",42,22,"gi|391881243|gb|JN211125.1|Human_parvovirus_B19|Mar_2003|2003|Netherlands|EU"
"43",43,23,"gi|391881371|gb|JN211157.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"44",44,24,"gi|391881275|gb|JN211133.1|Human_parvovirus_B19|Mar_2009|2009|Netherlands|EU"
"45",45,25,"gi|391881455|gb|JN211178.1|Human_parvovirus_B19|Oct_2008|2008|Netherlands|EU"
"46",46,27,"gi|391881403|gb|JN211165.1|Human_parvovirus_B19|Aug_2009|2009|Netherlands|EU"
"47",47,30,"gi|391881375|gb|JN211158.1|Human_parvovirus_B19|Aug_2009|2009|Netherlands|EU"
"48",48,29,"gi|391881291|gb|JN211137.1|Human_parvovirus_B19|May_2009|2009|Netherlands|EU"
"49",49,28,"gi|391881367|gb|JN211156.1|Human_parvovirus_B19|Jul_2009|2009|Netherlands|EU"
"50",50,27,"gi|391881427|gb|JN211171.1|Human_parvovirus_B19|Dec_2008|2008|Netherlands|EU"
"51",51,27,"gi|391881311|gb|JN211142.1|Human_parvovirus_B19|Apr_2009|2009|Netherlands|EU"
"52",52,26,"gi|391881287|gb|JN211136.1|Human_parvovirus_B19|Jun_2008|2008|Netherlands|EU"
"53",53,20,"gi|391881347|gb|JN211151.1|Human_parvovirus_B19|Apr_2004|2004|Netherlands|EU"
"54",54,24,"gi|391881343|gb|JN211150.1|Human_parvovirus_B19|Mar_2004|2004|Netherlands|EU"
"55",55,21,"gi|391881475|gb|JN211183.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
"56",56,20,"gi|391881395|gb|JN211163.1|Human_parvovirus_B19|Jul_2003|2003|Netherlands|EU"
"57",57,20,"gi|391881447|gb|JN211176.1|Human_parvovirus_B19|Jul_2004|2004|Netherlands|EU"
"58",58,21,"gi|391881319|gb|JN211144.1|Human_parvovirus_B19|Feb_2004|2004|Netherlands|EU"
"59",59,25,"gi|391881471|gb|JN211182.1|Human_parvovirus_B19|Jun_2004|2004|Netherlands|EU"
"60",60,21,"gi|391881355|gb|JN211153.1|Human_parvovirus_B19|Jun_2004|2004|Netherlands|EU"
"61",61,23,"gi|391881383|gb|JN211160.1|Human_parvovirus_B19|Sep_2004|2004|Netherlands|EU"
"62",62,20,"gi|391881339|gb|JN211149.1|Human_parvovirus_B19|Nov_2004|2004|Netherlands|EU"
"63",63,21,"gi|391881299|gb|JN211139.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
"64",64,23,"gi|391881331|gb|JN211147.1|Human_parvovirus_B19|Jun_2006|2006|Netherlands|EU"
"65",65,21,"gi|391881315|gb|JN211143.1|Human_parvovirus_B19|Apr_2006|2006|Netherlands|EU"
"66",66,23,"gi|391881267|gb|JN211131.1|Human_parvovirus_B19|Feb_2006|2006|Netherlands|EU"
"67",67,21,"gi|391881451|gb|JN211177.1|Human_parvovirus_B19|Dec_2004|2004|Netherlands|EU"
"68",68,22,"gi|391881399|gb|JN211164.1|Human_parvovirus_B19|May_2006|2006|Netherlands|EU"
"69",69,1287,"gi|530354553|gb|KC013348.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"70",70,788,"gi|530354488|gb|KC013335.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"71",71,22,"gi|530354525|gb|KC013343.1|Human_parvovirus_B19|2007|2007|Brazil|SA"
"72",72,25,"gi|530354427|gb|KC013324.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"73",73,830,"gi|530354329|gb|KC013304.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"74",74,42,"gi|530354564|gb|KC013351.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"75",75,42,"gi|530354377|gb|KC013313.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"76",76,44,"gi|530354445|gb|KC013327.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"77",77,23,"gi|530354392|gb|KC013316.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"78",78,38,"gi|530354371|gb|KC013312.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"79",79,52,"gi|530354476|gb|KC013333.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"80",80,48,"gi|530354531|gb|KC013344.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"81",81,50,"gi|530354382|gb|KC013314.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"82",82,48,"gi|530354502|gb|KC013338.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"83",83,44,"gi|530354467|gb|KC013331.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"84",84,18,"gi|391881259|gb|JN211129.1|Human_parvovirus_B19|Jan_2004|2004|Netherlands|EU"
"85",85,21,"gi|391881459|gb|JN211179.1|Human_parvovirus_B19|Jul_2006|2006|Netherlands|EU"
"86",86,20,"gi|391881463|gb|JN211180.1|Human_parvovirus_B19|Aug_2003|2003|Netherlands|EU"
"87",87,29,"gi|530354350|gb|KC013308.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"88",88,31,"gi|391881263|gb|JN211130.1|Human_parvovirus_B19|Jul_2003|2003|Netherlands|EU"
"89",89,31,"gi|530354543|gb|KC013346.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"90",90,28,"gi|530354335|gb|KC013305.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"91",91,23,"gi|530354457|gb|KC013329.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"92",92,18,"gi|530354433|gb|KC013325.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"93",93,819,"gi|530354547|gb|KC013347.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
"94",94,526,"gi|530354537|gb|KC013345.1|Human_parvovirus_B19|2010|2010|Brazil|SA"
