"","num","Differences","sequencename"
"69",69,81,"gi|363540948|gb|JN997485.1|Measles_virus_genotype_H1|2001|2001|China|AS"
"70",70,74,"gi|213012665|gb|EU914214.1|Measles_virus|18_May_94|1994|Taiwan|AS"
"71",71,74,"gi|213012661|gb|EU914212.1|Measles_virus|09_Jun_94|1994|Taiwan|AS"
"72",72,74,"gi|213012657|gb|EU914210.1|Measles_virus|25_May_94|1994|Taiwan|AS"
"73",73,74,"gi|213012663|gb|EU914213.1|Measles_virus|06_Jun_94|1994|Taiwan|AS"
"74",74,81,"gi|363540952|gb|JN997487.1|Measles_virus_genotype_H1|2002|2002|China|AS"
"75",75,80,"gi|363540950|gb|JN997486.1|Measles_virus_genotype_H1|2001|2001|China|AS"
"76",76,80,"gi|376373159|gb|JQ660326.1|Measles_virus_genotype_H1|23_Mar_06|2006|China|AS"
"77",77,80,"gi|363541002|gb|JN997512.1|Measles_virus_genotype_H1|2006|2006|China|AS"
"78",78,77,"gi|363540998|gb|JN997510.1|Measles_virus_genotype_H1|2006|2006|China|AS"
"79",79,79,"gi|363540960|gb|JN997491.1|Measles_virus_genotype_H1|2003|2003|China|AS"
"80",80,79,"gi|254847722|gb|GQ338160.1|Measles_virus_genotype_H1|Jun_99|2099|China|AS"
"81",81,78,"gi|376373157|gb|JQ660325.1|Measles_virus_genotype_H1|26_Apr_05|2005|China|AS"
"82",82,79,"gi|363540988|gb|JN997505.1|Measles_virus_genotype_H1|2006|2006|China|AS"
"83",83,76,"gi|363540990|gb|JN997506.1|Measles_virus_genotype_H1|2005|2005|China|AS"
"84",84,78,"gi|363540962|gb|JN997492.1|Measles_virus_genotype_H1|2003|2003|China|AS"
"85",85,80,"gi|363540954|gb|JN997488.1|Measles_virus_genotype_H1|2002|2002|China|AS"
"86",86,83,"gi|363541012|gb|JN997517.1|Measles_virus_genotype_H1|2008|2008|China|AS"
"87",87,82,"gi|363541026|gb|JN997524.1|Measles_virus_genotype_H1|2009|2009|China|AS"
"88",88,83,"gi|363541006|gb|JN997514.1|Measles_virus_genotype_H1|2006|2006|China|AS"
"89",89,81,"gi|363540986|gb|JN997504.1|Measles_virus_genotype_H1|2006|2006|China|AS"
"90",90,87,"gi|576735067|gb|KJ136545.1|Measles_virus_genotype_H1|01_Jun_12|2012|China|AS"
"91",91,87,"gi|576735063|gb|KJ136543.1|Measles_virus_genotype_H1|16_Apr_12|2012|China|AS"
"92",92,84,"gi|576735057|gb|KJ136540.1|Measles_virus_genotype_H1|10_Jun_11|2011|China|AS"
"93",93,84,"gi|576735065|gb|KJ136544.1|Measles_virus_genotype_H1|04_May_12|2012|China|AS"
"94",94,84,"gi|576735059|gb|KJ136541.1|Measles_virus_genotype_H1|21_Jun_11|2011|China|AS"
"95",95,83,"gi|576735055|gb|KJ136539.1|Measles_virus_genotype_H1|20_May_11|2011|China|AS"
"96",96,82,"gi|576735061|gb|KJ136542.1|Measles_virus_genotype_H1|29_Apr_11|2011|China|AS"
"97",97,82,"gi|376373201|gb|JQ660347.1|Measles_virus_genotype_H1|14_Apr_11|2011|China|AS"
"98",98,81,"gi|576735053|gb|KJ136538.1|Measles_virus_genotype_H1|29_Jun_10|2010|China|AS"
"99",99,81,"gi|576735051|gb|KJ136537.1|Measles_virus_genotype_H1|01_Jun_10|2010|China|AS"
"100",100,81,"gi|376373169|gb|JQ660331.1|Measles_virus_genotype_H1|27_Apr_07|2007|China|AS"
"101",101,82,"gi|363541024|gb|JN997523.1|Measles_virus_genotype_H1|2008|2008|China|AS"
"102",102,83,"gi|376373161|gb|JQ660327.1|Measles_virus_genotype_H1|31_Mar_06|2006|China|AS"
"103",103,83,"gi|363540982|gb|JN997502.1|Measles_virus_genotype_H1|2005|2005|China|AS"
"104",104,88,"gi|327419997|gb|JF728843.1|Measles_virus|Mar_00|2000|Viet_Nam|AS"
"105",105,88,"gi|327419999|gb|JF728844.1|Measles_virus|24_Mar_00|2000|Viet_Nam|AS"
"106",106,88,"gi|327419995|gb|JF728842.1|Measles_virus|23_Mar_00|2000|Viet_Nam|AS"
"107",107,89,"gi|327419993|gb|JF728841.1|Measles_virus|23_Mar_00|2000|Viet_Nam|AS"
"108",108,80,"gi|363540942|gb|JN997482.1|Measles_virus_genotype_H1|2000|2000|China|AS"
"109",109,76,"gi|363540944|gb|JN997483.1|Measles_virus_genotype_H1|2000|2000|China|AS"
"110",110,76,"gi|363540956|gb|JN997489.1|Measles_virus_genotype_H1|2002|2002|China|AS"
"111",111,75,"gi|363540946|gb|JN997484.1|Measles_virus_genotype_H1|2001|2001|China|AS"
"112",112,80,"gi|213012667|gb|EU914215.1|Measles_virus|10_Nov_01|2001|Taiwan|AS"
"113",113,80,"gi|213012669|gb|EU914216.1|Measles_virus|23_Jun_02|2002|Taiwan|AS"
"114",114,79,"gi|213012673|gb|EU914218.1|Measles_virus|06_Sep_02|2002|Taiwan|AS"
"115",115,70,"gi|325459615|gb|HM802019.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"116",116,81,"gi|325459629|gb|HM802026.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"117",117,83,"gi|325459619|gb|HM802021.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"118",118,82,"gi|325459643|gb|HM802033.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"119",119,82,"gi|325459637|gb|HM802030.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"120",120,81,"gi|325459613|gb|HM802018.1|Measles_virus|2004|2004|Democratic_Republic_of_the_Congo|AF"
"121",121,82,"gi|325459649|gb|HM802036.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"122",122,81,"gi|325459631|gb|HM802027.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"123",123,81,"gi|325459647|gb|HM802035.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"124",124,81,"gi|325459641|gb|HM802032.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"125",125,81,"gi|325459617|gb|HM802020.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"126",126,81,"gi|325459639|gb|HM802031.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"127",127,81,"gi|325459627|gb|HM802025.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"128",128,79,"gi|325459621|gb|HM802022.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"129",129,80,"gi|325459651|gb|HM802037.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"130",130,80,"gi|325459645|gb|HM802034.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"131",131,80,"gi|325459635|gb|HM802029.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"132",132,80,"gi|325459633|gb|HM802028.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"133",133,80,"gi|325459625|gb|HM802024.1|Measles_virus|2005|2005|Democratic_Republic_of_the_Congo|AF"
"134",134,80,"gi|325459623|gb|HM802023.1|Measles_virus|2006|2006|Democratic_Republic_of_the_Congo|AF"
"135",135,61,"gi|213012679|gb|EU914221.1|Measles_virus|28_Apr_03|2003|Taiwan|AS"
"136",136,59,"gi|297515948|gb|GU440576.1|Measles_virus_MVi/Menglian.Yunnan.CHN/47.09|18_Nov_09|2009|China|AS"
"137",137,49,"gi|325459483|gb|HM801953.1|Measles_virus|2007|2007|Russia|AS"
"138",138,49,"gi|325459481|gb|HM801952.1|Measles_virus|2007|2007|Russia|AS"
"139",139,49,"gi|325459467|gb|HM801945.1|Measles_virus|2007|2007|Russia|AS"
"140",140,49,"gi|325459465|gb|HM801944.1|Measles_virus|2006|2006|Russia|AS"
"141",141,48,"gi|325459497|gb|HM801960.1|Measles_virus|2007|2007|Russia|AS"
"142",142,46,"gi|325459443|gb|HM801933.1|Measles_virus|2004|2004|Russia|AS"
"143",143,48,"gi|325459485|gb|HM801954.1|Measles_virus|2007|2007|Russia|AS"
"144",144,47,"gi|325459469|gb|HM801946.1|Measles_virus|2005|2005|Russia|AS"
"145",145,47,"gi|325459461|gb|HM801942.1|Measles_virus|2006|2006|Russia|AS"
"146",146,47,"gi|325459453|gb|HM801938.1|Measles_virus|2006|2006|Russia|AS"
"147",147,46,"gi|325459479|gb|HM801951.1|Measles_virus|2006|2006|Russia|AS"
"148",148,46,"gi|325459475|gb|HM801949.1|Measles_virus|2006|2006|Russia|AS"
"149",149,46,"gi|325459473|gb|HM801948.1|Measles_virus|2006|2006|Russia|AS"
"150",150,46,"gi|325459463|gb|HM801943.1|Measles_virus|2006|2006|Russia|AS"
"151",151,46,"gi|325459459|gb|HM801941.1|Measles_virus|2006|2006|Russia|AS"
"152",152,46,"gi|325459455|gb|HM801939.1|Measles_virus|2006|2006|Russia|AS"
"153",153,45,"gi|325459487|gb|HM801955.1|Measles_virus|2003|2003|Russia|AS"
"154",154,45,"gi|325459471|gb|HM801947.1|Measles_virus|2003|2003|Russia|AS"
"155",155,44,"gi|325459489|gb|HM801956.1|Measles_virus|2003|2003|Russia|AS"
"156",156,44,"gi|325459477|gb|HM801950.1|Measles_virus|2003|2003|Russia|AS"
"157",157,44,"gi|325459457|gb|HM801940.1|Measles_virus|2003|2003|Russia|AS"
"158",158,46,"gi|325459491|gb|HM801957.1|Measles_virus|2004|2004|Russia|AS"
"159",159,46,"gi|325459445|gb|HM801934.1|Measles_virus|2004|2004|Russia|AS"
"160",160,46,"gi|325459439|gb|HM801931.1|Measles_virus|2004|2004|Russia|AS"
"161",161,45,"gi|325459495|gb|HM801959.1|Measles_virus|2004|2004|Russia|AS"
"162",162,45,"gi|325459493|gb|HM801958.1|Measles_virus|2004|2004|Russia|AS"
"163",163,45,"gi|325459441|gb|HM801932.1|Measles_virus|2004|2004|Russia|AS"
"164",164,45,"gi|325459437|gb|HM801930.1|Measles_virus|2004|2004|Russia|AS"
"165",165,44,"gi|325459435|gb|HM801929.1|Measles_virus|2003|2003|Russia|AS"
"166",166,44,"gi|325459449|gb|HM801936.1|Measles_virus|2005|2005|Russia|AS"
"167",167,44,"gi|325459447|gb|HM801935.1|Measles_virus|2005|2005|Russia|AS"
"168",168,42,"gi|325459451|gb|HM801937.1|Measles_virus|2005|2005|Russia|AS"
"169",169,43,"gi|325459413|gb|HM801918.1|Measles_virus|2006|2006|Germany|EU"
"170",170,42,"gi|325459433|gb|HM801928.1|Measles_virus|2006|2006|Germany|EU"
"171",171,42,"gi|325459431|gb|HM801927.1|Measles_virus|2006|2006|Germany|EU"
"172",172,42,"gi|325459429|gb|HM801926.1|Measles_virus|2006|2006|Germany|EU"
"173",173,42,"gi|325459427|gb|HM801925.1|Measles_virus|2006|2006|Germany|EU"
"174",174,42,"gi|325459425|gb|HM801924.1|Measles_virus|2006|2006|Germany|EU"
"175",175,42,"gi|325459423|gb|HM801923.1|Measles_virus|2006|2006|Germany|EU"
"176",176,42,"gi|325459421|gb|HM801922.1|Measles_virus|2006|2006|Germany|EU"
"177",177,42,"gi|325459419|gb|HM801921.1|Measles_virus|2006|2006|Germany|EU"
"178",178,42,"gi|325459417|gb|HM801920.1|Measles_virus|2006|2006|Germany|EU"
"179",179,42,"gi|325459415|gb|HM801919.1|Measles_virus|2006|2006|Germany|EU"
"180",180,42,"gi|325459411|gb|HM801917.1|Measles_virus|2006|2006|Germany|EU"
"181",181,42,"gi|325459409|gb|HM801916.1|Measles_virus|2006|2006|Germany|EU"
"182",182,42,"gi|325459407|gb|HM801915.1|Measles_virus|2006|2006|Germany|EU"
"183",183,43,"gi|325459399|gb|HM801911.1|Measles_virus|2006|2006|Belarus|EU"
"184",184,44,"gi|325459385|gb|HM801904.1|Measles_virus|2006|2006|Belarus|EU"
"185",185,46,"gi|325459405|gb|HM801914.1|Measles_virus|2006|2006|Belarus|EU"
"186",186,46,"gi|325459403|gb|HM801913.1|Measles_virus|2006|2006|Belarus|EU"
"187",187,46,"gi|325459401|gb|HM801912.1|Measles_virus|2006|2006|Belarus|EU"
"188",188,46,"gi|325459395|gb|HM801909.1|Measles_virus|2006|2006|Belarus|EU"
"189",189,45,"gi|325459397|gb|HM801910.1|Measles_virus|2006|2006|Belarus|EU"
"190",190,45,"gi|325459393|gb|HM801908.1|Measles_virus|2006|2006|Belarus|EU"
"191",191,45,"gi|325459391|gb|HM801907.1|Measles_virus|2006|2006|Belarus|EU"
"192",192,45,"gi|325459389|gb|HM801906.1|Measles_virus|2006|2006|Belarus|EU"
"193",193,45,"gi|325459387|gb|HM801905.1|Measles_virus|2006|2006|Belarus|EU"
"194",194,55,"gi|186660452|gb|EU332939.1|Measles_virus|1993|1993|Gambia|NA"
"195",195,74,"gi|560021694|gb|KF704001.1|Measles_virus_genotype_B3|02_Sep_13|2013|Canada|NA"
"196",196,71,"gi|544582736|gb|KF672752.1|Measles_virus_genotype_B3|Jun_13|2013|Canada|NA"
"197",197,69,"gi|374251107|gb|JQ417683.1|Measles_virus_genotype_B3|Mar_10|2010|Germany|EU"
"198",198,46,"gi|333362311|gb|HM562897.1|Measles_virus|1977|1977|France|EU"
"199",199,26,"gi|398471423|gb|JX436452.1|Measles_virus_genotype_A|1954|1954|USA|NA"
"200",200,45,"gi|333362313|gb|HM562898.1|Measles_virus|2007|2007|France|EU"
"201",201,41,"gi|327420009|gb|JF728849.1|Measles_virus|18_Jul_00|2000|Viet_Nam|AS"
"202",202,44,"gi|296142435|gb|GQ428197.1|Measles_virus_genotype_D5|2008|2008|France|EU"
"203",203,44,"gi|385050638|gb|JQ927007.1|Measles_virus_genotype_D5|Jan_08|2008|Germany|EU"
"204",204,47,"gi|296142429|gb|GQ428194.1|Measles_virus_genotype_D9|2008|2008|France|EU"
"205",205,46,"gi|296142427|gb|GQ428193.1|Measles_virus_genotype_D9|2008|2008|France|EU"
"206",206,46,"gi|296142425|gb|GQ428192.1|Measles_virus_genotype_D9|2008|2008|France|EU"
"207",207,46,"gi|296142423|gb|GQ428191.1|Measles_virus_genotype_D9|2008|2008|France|EU"
"208",208,32,"gi|379643676|gb|JN995537.1|Measles_virus|Oct_10|2010|India|AS"
"209",209,34,"gi|379643680|gb|JN995539.1|Measles_virus|Oct_10|2010|India|AS"
"210",210,33,"gi|379643678|gb|JN995538.1|Measles_virus|Oct_10|2010|India|AS"
"211",211,35,"gi|379643684|gb|JN995541.1|Measles_virus|Oct_10|2010|India|AS"
"212",212,34,"gi|379643682|gb|JN995540.1|Measles_virus|Oct_10|2010|India|AS"
"213",213,46,"gi|224797120|gb|FJ719488.1|Measles_virus|2008|2008|India|AS"
"214",214,43,"gi|544582558|gb|KF591392.1|Measles_virus_genotype_D8|Jun_13|2013|Canada|NA"
"215",215,43,"gi|544582556|gb|KF591391.1|Measles_virus_genotype_D8|May_13|2013|Canada|NA"
"216",216,43,"gi|544582550|gb|KF574436.1|Measles_virus_genotype_D8|Jun_13|2013|Canada|NA"
"217",217,41,"gi|374251103|gb|JQ417681.1|Measles_virus_genotype_D8|Mar_10|2010|Germany|EU"
"218",218,39,"gi|544582554|gb|KF574438.1|Measles_virus_genotype_D8|Jul_13|2013|Canada|NA"
"219",219,39,"gi|544582552|gb|KF574437.1|Measles_virus_genotype_D8|Jul_13|2013|Canada|NA"
"220",220,38,"gi|560022909|gb|KF802800.1|Measles_virus_genotype_D8|Oct_13|2013|Canada|NA"
"221",221,38,"gi|544582734|gb|KF672751.1|Measles_virus_genotype_D8|Feb_13|2013|Canada|NA"
"222",222,38,"gi|544582732|gb|KF672750.1|Measles_virus_genotype_D8|Feb_13|2013|Canada|NA"
"223",223,41,"gi|374251109|gb|JQ417684.1|Measles_virus_genotype_D8|Mar_10|2010|Germany|EU"
"224",224,40,"gi|224797122|gb|FJ719489.1|Measles_virus|2008|2008|India|AS"
"225",225,49,"gi|217078045|gb|FJ475059.1|Measles_virus|Jul_06|2006|Croatia|EU"
"226",226,50,"gi|374251105|gb|JQ417682.1|Measles_virus_genotype_D4|Mar_09|2009|Germany|EU"
"227",227,51,"gi|610315665|gb|KJ183936.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"228",228,51,"gi|610315644|gb|KJ183929.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"229",229,51,"gi|610315605|gb|KJ183918.1|Measles_virus_genotype_D4|Apr_11|2011|France|EU"
"230",230,51,"gi|610315574|gb|KJ183908.1|Measles_virus_genotype_D4|May_10|2010|France|EU"
"231",231,51,"gi|610315531|gb|KJ183894.1|Measles_virus_genotype_D4|Apr_10|2010|France|EU"
"232",232,50,"gi|296142431|gb|GQ428195.1|Measles_virus_genotype_D4|2008|2008|France|EU"
"233",233,51,"gi|429845361|gb|KC291546.1|Measles_virus_genotype_D4|2011|2011|Brazil|SA"
"234",234,48,"gi|296142433|gb|GQ428196.1|Measles_virus_genotype_D4|2008|2008|France|EU"
"235",235,47,"gi|610315404|gb|KJ183852.1|Measles_virus_genotype_D4|Jun_09|2009|France|EU"
"236",236,47,"gi|374251111|gb|JQ417685.1|Measles_virus_genotype_D4|Oct_08|2008|Switzerland|EU"
"237",237,49,"gi|610315491|gb|KJ183880.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"238",238,49,"gi|610315418|gb|KJ183856.1|Measles_virus_genotype_D4|Jun_09|2009|France|EU"
"239",239,48,"gi|610315467|gb|KJ183872.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"240",240,48,"gi|610315458|gb|KJ183869.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"241",241,48,"gi|610315446|gb|KJ183865.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"242",242,48,"gi|610315443|gb|KJ183864.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"243",243,48,"gi|610315440|gb|KJ183863.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"244",244,48,"gi|610315437|gb|KJ183862.1|Measles_virus_genotype_D4|Jul_09|2009|France|EU"
"245",245,48,"gi|610315424|gb|KJ183858.1|Measles_virus_genotype_D4|Jun_09|2009|France|EU"
"246",246,48,"gi|610315395|gb|KJ183849.1|Measles_virus_genotype_D4|Nov_08|2008|France|EU"
"247",247,48,"gi|610315392|gb|KJ183848.1|Measles_virus_genotype_D4|Nov_08|2008|France|EU"
"248",248,48,"gi|610315389|gb|KJ183847.1|Measles_virus_genotype_D4|Oct_08|2008|France|EU"
"249",249,51,"gi|610315650|gb|KJ183931.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"250",250,50,"gi|610315562|gb|KJ183904.1|Measles_virus_genotype_D4|May_10|2010|France|EU"
"251",251,51,"gi|610315550|gb|KJ183900.1|Measles_virus_genotype_D4|May_10|2010|France|EU"
"252",252,50,"gi|610315524|gb|KJ183891.1|Measles_virus_genotype_D4|Apr_10|2010|France|EU"
"253",253,50,"gi|610315522|gb|KJ183890.1|Measles_virus_genotype_D4|Apr_10|2010|France|EU"
"254",254,50,"gi|610315517|gb|KJ183888.1|Measles_virus_genotype_D4|Apr_10|2010|France|EU"
"255",255,50,"gi|610315497|gb|KJ183882.1|Measles_virus_genotype_D4|Mar_10|2010|France|EU"
"256",256,50,"gi|610315671|gb|KJ183938.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"257",257,50,"gi|610315659|gb|KJ183934.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"258",258,50,"gi|610315638|gb|KJ183927.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"259",259,50,"gi|610315629|gb|KJ183924.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"260",260,50,"gi|610315614|gb|KJ183921.1|Measles_virus_genotype_D4|May_11|2011|France|EU"
"261",261,50,"gi|610315611|gb|KJ183920.1|Measles_virus_genotype_D4|Apr_11|2011|France|EU"
"262",262,48,"gi|610315608|gb|KJ183919.1|Measles_virus_genotype_D4|Apr_11|2011|France|EU"
"263",263,50,"gi|610315599|gb|KJ183916.1|Measles_virus_genotype_D4|Apr_11|2011|France|EU"
"264",264,50,"gi|610315586|gb|KJ183912.1|Measles_virus_genotype_D4|Apr_11|2011|France|EU"
"265",265,50,"gi|610315580|gb|KJ183910.1|Measles_virus_genotype_D4|May_10|2010|France|EU"
"266",266,50,"gi|429845349|gb|KC291540.1|Measles_virus_genotype_D4|2011|2011|Brazil|SA"
