"","num","Differences","sequencename"
"177",177,194,"gi|86475520|gb|CY008684.1|A/Memphis/105/1972_H3N2_|1972|1972|USA|NA"
"178",178,194,"gi|85822114|gb|CY008460.1|A/Memphis/103/1972_H3N2_|1972|1972|USA|NA"
"179",179,196,"gi|89892473|gb|CY009636.1|A/udorn/1972_H3N2_|1972|1972|Russia|AS"
"180",180,192,"gi|84873032|gb|CY007971.1|A/Guandong/243/1972_H3N2_|1972|1972|China|AS"
"181",181,197,"gi|77861809|gb|CY003528.1|A/Hong_Kong/11/1973_H3N2_|1973|1973|Hong_Kong|EU"
"182",182,196,"gi|383276640|gb|CY113077.1|A/Bilthoven/23290/1972_H3N2_|1972|1972|Netherlands|EU"
"183",183,194,"gi|75181074|gb|CY002744.1|A/Memphis/109/1972_H3N2_|1972|1972|USA|NA"
"184",184,191,"gi|383213286|gb|CY112313.1|A/Bilthoven/23337/1972_H3N2_|1972|1972|Netherlands|EU"
"185",185,193,"gi|383276678|gb|CY113093.1|A/Bilthoven/552/1973_H3N2_|1973|1973|Netherlands|EU"
"186",186,194,"gi|83314313|gb|CY006811.1|A/Memphis/3/1973_H3N2_|1973|1973|USA|NA"
"187",187,193,"gi|315076880|gb|CY077820.1|A/Bilthoven/21793/1972_H3N2_|1972|1972|Netherlands|EU"
"188",188,193,"gi|383213267|gb|CY112305.1|A/Bilthoven/21793/1972_H3N2_|1972|1972|Netherlands|EU"
"189",189,188,"gi|383276830|gb|CY113157.1|A/Bilthoven/1843/1975_H3N2_|1975|1975|Netherlands|EU"
"190",190,186,"gi|383276811|gb|CY113149.1|A/Bilthoven/334/1975_H3N2_|1975|1975|Netherlands|EU"
"191",191,193,"gi|134047541|gb|CY021077.1|A/Albany/42/1975_H3N2_|1975|1975|USA|NA"
"192",192,189,"gi|83314294|gb|CY006819.1|A/Memphis/102/1974_H3N2_|1974|1974|USA|NA"
"193",193,189,"gi|83026664|gb|CY006715.1|A/Memphis/101/1974_H3N2_|1974|1974|USA|NA"
"194",194,188,"gi|83314177|gb|CY006827.1|A/Memphis/103/1974_H3N2_|1974|1974|USA|NA"
"195",195,192,"gi|383276716|gb|CY113109.1|A/Port_Chalmers/1/1973_H3N2_|1973|1973|New_Zealand|OC"
"196",196,191,"gi|523511560|gb|CY147430.1|A/Port_Chalmers/JY2/1973_H3N2_|1973|1973|New_Zealand|OC"
"197",197,191,"gi|91125488|gb|CY009348.1|A/Port_Chalmers/1/1973_H3N2_|1973|1973|New_Zealand|OC"
"198",198,191,"gi|392342083|gb|CY121181.1|A/Port_Chalmers/1/1973_H3N2_|1973|1973|New_Zealand|OC"
"199",199,189,"gi|383276792|gb|CY113141.1|A/Bilthoven/9459/1974_H3N2_|1974|1974|Netherlands|EU"
"200",200,185,"gi|77861733|gb|CY003496.1|A/Hong_Kong/14/1974_H3N2_|1974|1974|Hong_Kong|EU"
"201",201,191,"gi|383276773|gb|CY113133.1|A/Bilthoven/7398/1974_H3N2_|1974|1974|Netherlands|EU"
"202",202,187,"gi|383276754|gb|CY113125.1|A/Bilthoven/5931/1974_H3N2_|1974|1974|Netherlands|EU"
"203",203,188,"gi|383276735|gb|CY113117.1|A/Bilthoven/5930/1974_H3N2_|1974|1974|Netherlands|EU"
"204",204,191,"gi|78706309|gb|CY006044.1|A/Beijing/39/1975_H3N2_|1975|1975|China|AS"
"205",205,197,"gi|383277039|gb|CY113245.1|A/Rotterdam/5828/1977_H3N2_|1977|1977|Netherlands|EU"
"206",206,191,"gi|146133828|gb|CY021941.1|A/Albany/1/1976_H3N2_|1976|1976|USA|NA"
"207",207,201,"gi|336286260|gb|JN105973.1|A/swine/Fujian/F2/2007_H3N2_|05_Oct_2007|2007|China|AS"
"208",208,191,"gi|383277020|gb|CY113237.1|A/Bilthoven/3895/1977_H3N2_|1977|1977|Netherlands|EU"
"209",209,188,"gi|383277058|gb|CY113253.1|A/Rotterdam/8179/1977_H3N2_|1977|1977|Netherlands|EU"
"210",210,191,"gi|145279096|gb|CY021829.1|A/Albany/15/1976_H3N2_|1976|1976|USA|NA"
"211",211,191,"gi|134047598|gb|CY021101.1|A/Albany/4/1977_H3N2_|1977|1977|USA|NA"
"212",212,189,"gi|383277001|gb|CY113229.1|A/Amsterdam/1609/1977_H3N2_|1977|1977|Netherlands|EU"
"213",213,190,"gi|383276963|gb|CY113213.1|A/Bilthoven/5657/1976_H3N2_|1976|1976|Netherlands|EU"
"214",214,260,"gi|393693131|gb|CY116575.1|A/Bilthoven/5168/1976_H3N2_|1976|1976|Netherlands|EU"
"215",215,189,"gi|83314196|gb|CY006835.1|A/Memphis/110/1976_H3N2_|1976|1976|USA|NA"
"216",216,189,"gi|83026683|gb|CY006723.1|A/Memphis/137/1976_H3N2_|1976|1976|USA|NA"
