"","Count","Virus","AsynNC_C","AnonsynNC_C","TsynNC_C","TnonsynNC_C","AsynC_LCLS","AnonsynC_LCLS","AsynNC_LCLS","AnonsynNC_LCLS","TsynC_LCLS","TnonsynC_LCLS","TsynNC_LCLS","TnonsynNC_LCLS","AsynC_UCLS","AnonsynC_UCLS","AsynNC_UCLS","AnonsynNC_UCLS","TsynC_UCLS","TnonsynC_UCLS","TsynNC_UCLS","TnonsynNC_UCLS","averagefit","protein","multNS","nucl","seq"
"11","11","Influenza A H3N2 HA","4.16650863841178","2.56538445794539","1.10261704837516","19.849518459069","0.00646449675695347","0.00314420600026712","0.0326349543048413","0.0114018250528255","0.0203150094700431","8.82456826624247e-05","0.026284584304008","0.00203234012000546","0.0128603051053311","0.00810795617876191","0.0478819995899632","0.0174642969195365","0.0394866982086962","0.000237395666035495","0.039653798104518","0.00443148384201001","6.92100715095033","HA","13500837","1701","7937"
"12","12","Influenza A H1N1 NA","1.20065303583923","3.31120780955012","1.01426318556159","2.58393987341772","0.00125850284172376","0.000372075841251069","0.00213943998745719","0.0011157510414613","0.00131790314496342","7.20950055318502e-05","0.00375262086445514","0.000335365625058045","0.00297178212451832","0.000754187500194434","0.0029396644997264","0.00261354093034306","0.00790466967974888","0.000269932232662332","0.00560149522781131","0.000548412193506842","2.02751597609217","NA","11571870","1410","8207"
"13","13","Influenza A H3N2 NA","2.0164839762363","1.88581063453567","2.82828282828283","4.68761032821709","0.00638375202868609","0.00316001885048573","0.0184936385577027","0.00864368091145253","0.00673849231088994","0.000963844089798982","0.0182898975478571","0.00457409759124702","0.0192698227500569","0.00934397257875927","0.0332363839168123","0.0149364790999606","0.011365966509064","0.00241865453865111","0.0329146324479723","0.0112817379146558","2.85454694181797","NA","17988780","1410","12758"
"14","14","Influenza B HA","1.34306469875896","1.65394840114439","1.25658093879051","18.1830700346371","0.0320703064415653","0.00330940076600089","0.0496825939916455","0.0119918788928357","0.0489105713682647","9.49402458453052e-05","0.0678183280442545","0.00591039453168699","0.0594388146197946","0.0165095755136495","0.0732200761203269","0.0207876852372108","0.0828586594009661","0.00109681602655613","0.0977603756594492","0.0157593932336064","5.60916601833275","HA","6328800","1758","3600"
"15","15","Influenza B NA","1.26765528424714","15.0429359089665","1.57867704520216","21.2864864864865","0.00946195783570124","0.000492357177053932","0.0147276151249449","0.00811657332279321","0.00958116110912341","0.000190768344739829","0.0195331326834438","0.00238925401180286","0.0248233650873863","0.00110186191632708","0.0287343556506264","0.015865162323788","0.0257598453347995","0.000340017217892868","0.0362589029439188","0.00890930569440016","9.79393868122556","NA","3299355","1401","2355"
"16","16","Entero A VP1","1.93807888225877","1.08148081989908","1.30867435754468","1.9460661345496","0.113772085100017","0.0147195249133466","0.225096035185895","0.0190851238475961","0.132654580812124","0.000842360207709606","0.182400589233001","0.0102185571279985","0.143761648033417","0.03109041895193","0.274024654469277","0.0304574518033539","0.168920352874879","0.014908358183095","0.212262793361416","0.0204333825271739","1.56857504856303","VP1","3271200","705","4640"
"17","17","Entero A VP2","1.85812710911136","0.623604012871475","1.18004587155963","0.421021726365238","0.121772856766093","0.029810389342242","0.246680329556733","0.0190659033661514","0.146835380518731","0.0110538424815994","0.188785421725127","0.0085472320287432","0.186105931112695","0.0625941757895958","0.325397592521189","0.0385579542577062","0.230653796970446","0.0645594331316763","0.256669123729418","0.0232875998060887","1.02069967997693","VP2","148995","387","385"
"18","18","Entero B VP1","2.08564979805179","1.18762930461974","1.02660545626909","0.758193979933109","0.132483393889496","0.0555228752281904","0.28335845104751","0.0705571362331089","0.250748950412053","0.0122316686285838","0.249823786756587","0.00918823094734418","0.15980827277717","0.0832836219469508","0.326259604508046","0.0942935274837053","0.292366991616933","0.0349589879370728","0.307742002717097","0.0265914407698275","1.26451963471843","VP1","1382400","720","1920"
"19","19","Entero B VP2","1.9529602595296","1.15968992248062","1.64825396825397","1.28817518248175","0.0872926218057504","0.0700899249349336","0.203851684494754","0.0874334735480044","0.130582093814196","0.0675707036819067","0.221385276975755","0.106738866578988","0.158080512522608","0.109014552677007","0.275352295604749","0.120272184209719","0.1828507420067","0.136906908258392","0.295231638447131","0.156664118495639","1.51226983318649","VP2","95475","285","335"
"20","20","Entero C VP1","0.719814364290247","1.06169938549833","2.13506079907353","1.38593118406783","0.0688257621922035","0.0787943012154136","0.0369236439520598","0.094985376587689","0.0380542002290006","0.0576193100735766","0.102829479461569","0.0889087552308236","0.135368712850454","0.144814740016578","0.110058472292351","0.142420205080188","0.0956481629815596","0.117641494695425","0.182633194972789","0.153990659443359","1.32562643323249","VP1","700524","348","2013"
"21","21","Entero C VP2","2.75095184770437","0.784924608572338","1.78348380312396","1.08843126141445","0.0345768150783787","0.0292461497539768","0.100132194598288","0.0244888340679688","0.0567151212980668","0.00878349615577385","0.107201392190386","0.0110594891283436","0.0433022238611408","0.0402580747000325","0.114109291469824","0.0300667421057183","0.0706839864931979","0.0160976684312731","0.120012853087778","0.0160219482285964","1.60194788020378","VP2","664632","2172","306"
"22","22","Entero D VP1","2.64465622872703","9.54878048780488","1.36267605633803","0.0118577075098814","0.0158925961326989","0","0.079625214416583","0.00145035546567246","0.0447204023080763","0","0.068981448928893","8.57469146119703e-05","0.0688468114413543","0.000583260425780111","0.144481387642775","0.00411907030732543","0.0950433772194828","0.0482939632545932","0.121471306976619","0.000486908776153957","3.39199262009495","VP1","62208","486","128"
"23","23","Human Respiratory Syncytial","2.40171097778627","1.5612278032826","1.71578216523487","2.59175145802654","0.00855903955684375","0.0155391586283917","0.0247791296988839","0.0261582855173761","0.0198132138860646","0.019462269039735","0.0384791662057411","0.055844233008876","0.013882643923387","0.0198679555458457","0.0291193078755911","0.029120285565445","0.0283631034515268","0.0256259361652454","0.0441808998687934","0.0610131885709319","2.06761810108257","complete genome","4418836","15133","292"
"24","24","Human Respiratory Syncytial G","1.75431500895819","1.14654099788478","2.7955859169732","9.43198120992825","0.00793087413767853","0.0211189335308311","0.0139352988669304","0.0275199068333525","0.0242441605197354","0.00258717684755765","0.121080163986749","0.0774406360362214","0.0192185713438192","0.037925804594515","0.0336933808261532","0.0401773061367275","0.0821355473972516","0.0168484221422305","0.176313449317702","0.105875568439161","3.7821057834361","G","1162200","894","1301"
"25","25","Measles HH","1.66467985519435","1.86082175925926","2.33808091853472","1.92897640844097","0.0334313728906111","0.00417930045026975","0.0678698038415369","0.0108304997276571","0.0228564048911937","0.000209703891169238","0.0730526039599819","0.00764818086650871","0.0653379384474355","0.0115950388623415","0.0965494790543287","0.0185227341031887","0.0497218801541678","0.0118000149564531","0.0966412994045515","0.0155182834625636","1.94813973535733","hemagglutinin/haemagglutinin","621090","1854","335"
"26","26","Rhino B","3.08264802631579","3.51952054794521","3.79623603017231","2.19031724710074","0.0192614513556286","0.0313763206267708","0.0678899108806893","0.115436752267448","0.0119891868738709","0.0616478502858102","0.0683681012896192","0.140454560420841","0.02790408152419","0.0364990861607699","0.0775048259614159","0.123452136621441","0.0271005052278694","0.0713521497141898","0.0800255962753491","0.150857633443557","3.14718046288351","complete genome","312750","6950","45"
"27","27","Rhino B Polyprotein","5.50626824804772","2.36042638591182","2.78594335859593","1.44629829626854","0.0388531729964569","0.0173445046152015","0.227368682625975","0.0452362733096322","0.0872579501383188","0.0093362670601654","0.255973101974118","0.0164808575444266","0.0456218569928101","0.0233642760975315","0.237773492756805","0.0508538068230012","0.100236954891436","0.0166807101198589","0.266377083464101","0.0211474522251","3.024734072206","polyprotein","307239","6537","47"
"28","28","Rhino C","2.39829396325459","2.76780495950572","1.59070142956399","1.48734353507565","0.0509555882896214","0.0415643711351147","0.12917117827046","0.120775217257962","0.0704863790551886","0.0740338931281208","0.117928572669523","0.111862162668345","0.0618080077148181","0.0485577154353626","0.141269073301867","0.128665140912808","0.0877042994403756","0.0840220191508479","0.133705565757068","0.123221276640264","2.06103597184999","complete genome","367555","6935","53"
"29","29","Rota A VP6","1.5892094017094","14.7611607142857","1.34654038309446","0.442365591397849","0.0750606256685692","0.000314212589450834","0.131596173107339","0.00729524821160067","0.110358794275282","0.000199032429587942","0.15943802039183","0.00167525767166961","0.110899639232093","0.00124402660026479","0.163933628217165","0.01570617089909","0.145944214903293","0.0231745554161464","0.185684331775753","0.00866441333879824","4.53481902262185","VP6","180294","1194","151"
"30","30","Bk Polyoma VP1","61.4593023255814","10.2305418719212","71.7260273972603","0.274914089347079","0.000169509573329362","0.000562396817700613","0.0265663836127661","0.00643100195532294","0.000118010876989926","0.000282962330910787","0.0203684542850664","5.27169761217699e-05","0.000942837478950949","0.00139685083120221","0.0417976901642989","0.0136131631542405","0.000665688182571202","0.00101014111736507","0.0358431659322222","0.000302775380792556","35.9226964210275","VP1","126324","1089","116"
"31","31","Human Boca 1 VP1","13.1111111111111","1.21883656509695","1.77350427350427","Inf","0.000170407949888205","-1.35525271560688e-20","0.0027568478165191","7.2250630181724e-05","0.000246523429427189","0","0.000487867588217051","0","0.000624715294214632","0.000236127508854782","0.00766810138394031","0.000215550211635739","0.00100523685847768","0","0.00173213463178517","0.000522090974352281","5.36781731657078","VP1","149451","4821","31"
"32","32","Hepatitis B Polymerase","1.93706148818549","0.915207925103417","1.76909460434013","1.36210549793688","0.0263795771125824","0.00537718907935065","0.0751717272965848","0.00552033044663744","0.0258528731436219","0.00118896276502298","0.0591255604342532","0.00108133961831015","0.0678337179615448","0.0141324574277727","0.107325218266563","0.0123350526526481","0.0546718866494306","0.00317410139347784","0.0833303576314209","0.00486161405983516","1.49586737889148","polymerase","3255318","1203","2706"
"33","33","Hepatitis B Precore","Inf","0.333333333333333","0.799999999999998","5.10416666666667","NA","0.000178635817286185","0.000369549150036955","0.000218681341291995","0.000369549150036955","0.000183743234398345","0.000227976648379701","0.000369549150036955","NA","0.00203865908293555","0.000369549150036955","0.000520416958781916","0.00073909830007391","0.0112194876810277","0.000658941311708989","0.0578344419807835","1.74585278793799","truncated precore/core","162360","60","2706"
"34","34","Hepatitis B PTP","126.578947368421","8.42382978723404","52.9411764705882","8.92854565138938","0","0.00232851761629287","0.0255141915190727","0.0264604282329459","0.000156189848784322","0.00390532905108094","0.00148274991223867","0.0438783503900553","0.00073909830007391","0.00759651669898535","0.0680400933060722","0.0571463714714147","0.000582908451289588","0.00948056238359098","0.0376459836210859","0.0756381923689551","49.2181248194082","polymerase/truncated precore/core","495198","183","2706"
"35","35","Hepatitis B S","1.66811846689895","3.73719008264463","241.626984126984","2.47367374005305","0.00685385614448564","0.00222252777735146","0.0115230393986576","0.0190712735873569","2.71050543121376e-20","0.00204423326310753","0.0225880180771018","0.0122865428315031","0.0234491741585447","0.013747274777817","0.0390260050528259","0.0406109141436113","0.000295639320029564","0.0132656600955663","0.048846419210994","0.025585138332861","62.3764916041451","middle S","1842786","681","2706"
"36","36","Hepatitis B PreS","1.05405405405406","1.02004489337823","0.709063249124103","1.08343949044586","0.0400681993875653","0.0056085580143733","0.0505208032170162","0.00868769108912465","0.00477808154358658","0.00207968599200593","0.0464819931752806","0.011956686810656","0.094711654904484","0.0322383721790666","0.0915444486043333","0.0299178767847359","0.179503761274841","0.0425504805893802","0.084185489048131","0.0363973981287949","0.966650421750561","pulative prepre-S","990396","366","2706"
"37","37","Hepatitis B Core","2.47641996557659","2.71798526966026","1.15705541770058","3.2326139088729","0.00640616030430477","0.00128351044723204","0.0327590392221733","0.00522070879284714","0.0248780035918895","0.000853408922654728","0.0476866395554765","0.00221287146216088","0.0326316680905082","0.00798881368096791","0.0639150184274941","0.0199813316031157","0.0780678310612623","0.00381634851872134","0.0714273961596608","0.0128826513938941","2.39601864045258","core","1493712","552","2706"
"38","38","Human Herpes 2 glycoprotein G","Inf","3.76190476190476","0.474308300395258","Inf","0","0.000110287098866281","0","0.000542400143046719","0.00162119985757807","0","0.000433770243581265","0.000557880000257279","0","0.000743076576286612","0.00413956238911886","0.0026678727301475","0.0229908921702442","0","0.0112399492953068","0.00708562684068135","2.30338127068506","glycoprotein G","186633","2097","89"
"39","39","Human Papilloma 16 L1","1.03620273531778","0.839483394833948","0.71508379888268","2.29591836734694","0.00125706676833783","0.000864805627932249","0.00197007355654458","0.000879560865679727","0.00201189986478024","0","0.00195505022065292","0.000361324669982078","0.00353387399821269","0.00192265081806078","0.00299431237050053","0.00146046253455427","0.00561005135473197","0.0005420054200542","0.00349528361229434","0.000883075529121953","1.22167207409534","L1","130872","1596","82"
"40","40","Jc Polyoma VP1","42","11.48","0.732600732600733","NaN","2.16840434497101e-19","-1.0842021724855e-19","0.0448434935573169","0","0.000963645544640672","0","0.00443399075818118","0","0.0036036036036036","0.00128700128700129","0.106507857794034","0.0147747747747748","0.0224597778787827","0","0.012726026401836","0","18.0708669108669","VP1","31302","282","111"
"41","41","Parvo B19 NS1","18.2727272727273","4.22712933753944","7.60264900662253","18.2634146341464","0.000409384138738553","0.000112999185825416","0.0154474259704232","0.00121092370129304","0.00106231687036617","0","0.00837572465422058","0.000610397427528291","0.00195468205511487","0.000950830601408626","0.0277505108445349","0.00328602240247232","0.00197719680744538","0.000272776868521549","0.014732630989009","0.00437143962488478","12.0914800627589","NS1","177378","1887","94"
"42","42","Parvo B19 VP1","2.25215053763441","7.708446866485","4.81583577712609","Inf","0.00327288544066524","0.0001097308512673","0.0129380953544407","0.000713362972964938","0.00174783488344769","0","0.0133200213904095","8.64589949885137e-05","0.0115529114459174","0.000403747967731417","0.020451831074535","0.00324476122035214","0.00534598662684981","0","0.0208426580354278","0.000257257438953485","4.92547772708183","VP1","220305","2319","95"
