"","num","Differences","sequencename"
"23",23,492,"gi|293631646|gb|GU943184.1|B/Singapore/DSO_050230/2006|Jun_2006|2006|Singapore|AS"
"24",24,500,"gi|293631640|gb|GU943181.1|B/Singapore/DSO_040174/2006|Jun_2006|2006|Singapore|AS"
"25",25,496,"gi|293631620|gb|GU943171.1|B/Singapore/DSO_050600/2005|May_2005|2005|Singapore|AS"
"26",26,526,"gi|293631616|gb|GU943169.1|B/Singapore/DSO_050578/2005|May_2005|2005|Singapore|AS"
"27",27,505,"gi|293631602|gb|GU943162.1|B/Singapore/DSO_050526/2005|May_2005|2005|Singapore|AS"
"28",28,503,"gi|293631604|gb|GU943163.1|B/Singapore/DSO_050528/2005|May_2005|2005|Singapore|AS"
"29",29,507,"gi|293631608|gb|GU943165.1|B/Singapore/DSO_050541/2005|May_2005|2005|Singapore|AS"
"30",30,518,"gi|293631612|gb|GU943167.1|B/Singapore/DSO_050549/2005|May_2005|2005|Singapore|AS"
"31",31,505,"gi|293631624|gb|GU943173.1|B/Singapore/DSO_050625/2005|May_2005|2005|Singapore|AS"
"32",32,512,"gi|293631632|gb|GU943177.1|B/Singapore/DSO_040117/2006|Jun_2006|2006|Singapore|AS"
"33",33,525,"gi|293631638|gb|GU943180.1|B/Singapore/DSO_040133/2006|Jun_2006|2006|Singapore|AS"
"34",34,165,"gi|384038550|gb|CY115111.1|B/Lee/1940|1940|1940|USA|NA"
"35",35,147,"gi|333891274|gb|JF965349.1|B/Kol/2546/2009|17_Nov_2009|2009|India|AS"
"36",36,147,"gi|327365462|gb|JF693248.1|B/Kol/N_1272/2009|24_Aug_2009|2009|India|AS"
"37",37,150,"gi|333891278|gb|JF965351.1|B/Kol/N_2047/2009|12_Dec_2009|2009|India|AS"
"38",38,127,"gi|459936918|gb|KC620393.1|B/Nanjing/1444/2011|04_Nov_2011|2011|China|AS"
"39",39,144,"gi|381144427|gb|JQ771079.1|B/Riyadh/04/2010|01_Oct_2010|2010|Saudi_Arabia|AS"
"40",40,138,"gi|381144423|gb|JQ771077.1|B/Riyadh/03/2010|01_Oct_2010|2010|Saudi_Arabia|AS"
"41",41,153,"gi|556089112|gb|CY150491.1|B/Christchurch/38/2005|05_Jun_2005|2005|New_Zealand|OC"
"42",42,187,"gi|356598830|gb|JN992782.1|B/North_Carolina/01/2010|24_Feb_2010|2010|USA|NA"
"43",43,153,"gi|549432484|gb|CY155162.1|B/Christchurch/335/2004|21_Oct_2004|2004|New_Zealand|OC"
"44",44,152,"gi|549326782|gb|CY150419.1|B/Christchurch/188/2004|23_Sep_2004|2004|New_Zealand|OC"
"45",45,152,"gi|125662986|gb|CY019483.1|B/Georgia/09/2005|14_Feb_2005|2005|USA|NA"
"46",46,150,"gi|549432750|gb|CY155274.1|B/Victoria/502/2005|17_Jan_2005|2005|Australia|OC"
"47",47,150,"gi|387571524|gb|CY119714.1|B/Malaysia/30397/2004|22_Dec_2004|2004|Malaysia|AS"
"48",48,153,"gi|549432693|gb|CY155250.1|B/Victoria/501/2005|05_Jan_2005|2005|Australia|OC"
"49",49,153,"gi|549365058|gb|CY150483.1|B/Christchurch/8/2005|12_Apr_2005|2005|New_Zealand|OC"
"50",50,155,"gi|549433074|gb|CY155394.1|B/Victoria/507/2005|03_Jun_2005|2005|Australia|OC"
"51",51,154,"gi|549432163|gb|CY155026.1|B/Brisbane/14/2004|23_Sep_2004|2004|Australia|OC"
"52",52,155,"gi|594212646|gb|CY174401.1|B/New_York/1064/2004|16_Dec_2004|2004|USA|NA"
"53",53,156,"gi|594212607|gb|CY174393.1|B/New_York/1063/2004|09_Dec_2004|2004|USA|NA"
"54",54,155,"gi|549432465|gb|CY155154.1|B/Christchurch/287/2004|19_Oct_2004|2004|New_Zealand|OC"
"55",55,153,"gi|549432429|gb|CY155138.1|B/Wellington/05/2004|10_Oct_2004|2004|New_Zealand|OC"
"56",56,155,"gi|549427748|gb|CY154866.1|B/Victoria/506/2004|07_Sep_2004|2004|Australia|OC"
"57",57,153,"gi|594212850|gb|CY174441.1|B/New_York/1069/2005|16_Jan_2005|2005|USA|NA"
"58",58,153,"gi|549432448|gb|CY155146.1|B/Sydney/6/2004|14_Oct_2004|2004|Australia|OC"
"59",59,153,"gi|549432334|gb|CY155098.1|B/Victoria/305/2004|03_Oct_2004|2004|Australia|OC"
"60",60,153,"gi|549432125|gb|CY155010.1|B/Victoria/110/2004|22_Sep_2004|2004|Australia|OC"
"61",61,153,"gi|549431296|gb|CY154906.1|B/Victoria/107/2004|13_Sep_2004|2004|Australia|OC"
"62",62,153,"gi|549424774|gb|CY154834.1|B/Christchurch/33/2004|30_Aug_2004|2004|New_Zealand|OC"
"63",63,153,"gi|549423962|gb|CY154826.1|B/Victoria/302/2004|29_Aug_2004|2004|Australia|OC"
"64",64,153,"gi|549415993|gb|CY154738.1|B/Christchurch/6/2004|18_Jul_2004|2004|New_Zealand|OC"
"65",65,153,"gi|549355145|gb|CY150467.1|B/Victoria/503/2005|31_Jan_2005|2005|Australia|OC"
"66",66,153,"gi|549313325|gb|CY150395.1|B/Victoria/507/2004|08_Sep_2004|2004|Australia|OC"
"67",67,152,"gi|549432579|gb|CY155202.1|B/Victoria/517/2004|20_Nov_2004|2004|Australia|OC"
"68",68,152,"gi|549432068|gb|CY154986.1|B/Victoria/304/2004|19_Sep_2004|2004|Australia|OC"
"69",69,152,"gi|549309542|gb|CY150387.1|B/Victoria/301/2004|27_Aug_2004|2004|Australia|OC"
"70",70,186,"gi|354551833|gb|JN899536.1|B/Minnesota/08/2009|26_Aug_2009|2009|USA|NA"
"71",71,180,"gi|193084815|gb|EU852027.1|B/Texas/06/2008|15_Mar_2008|2008|USA|NA"
"72",72,162,"gi|189303239|gb|EU779565.1|B/Texas/03/2008|23_Jan_2008|2008|USA|NA"
"73",73,180,"gi|170181686|gb|EU566965.1|B/Arkansas/01/2007|2007|2007|USA|NA"
"74",74,181,"gi|214003690|gb|FJ480161.1|B/Arkansas/01/2007|2007|2007|USA|NA"
"75",75,162,"gi|168825012|gb|EU515881.1|B/Florida/01/2007|30_Oct_2007|2007|USA|NA"
"76",76,162,"gi|168825006|gb|EU515878.1|B/Florida/01/2007|30_Oct_2007|2007|USA|NA"
"77",77,182,"gi|168825142|gb|EU516000.1|B/Wisconsin/03/2007|15_Dec_2007|2007|USA|NA"
"78",78,161,"gi|549435886|gb|CY156578.1|B/Sydney/13/2008|18_Jul_2008|2008|Australia|OC"
"79",79,161,"gi|549436456|gb|CY156818.1|B/Victoria/524/2008|08_Sep_2008|2008|Australia|OC"
"80",80,159,"gi|549435943|gb|CY156602.1|B/Auckland/63/2008|23_Jul_2008|2008|New_Zealand|OC"
"81",81,160,"gi|549435715|gb|CY156506.1|B/Auckland/12/2008|30_Jun_2008|2008|New_Zealand|OC"
"82",82,162,"gi|594215347|gb|CY174913.1|B/New_York/1156/2008|04_Feb_2008|2008|USA|NA"
"83",83,162,"gi|168825002|gb|EU515876.1|B/California/17/2007|24_Oct_2007|2007|USA|NA"
"84",84,161,"gi|168825020|gb|EU515885.1|B/California/15/2007|24_Oct_2007|2007|USA|NA"
"85",85,165,"gi|549435240|gb|CY156306.1|B/Victoria/514/2007|24_Oct_2007|2007|Australia|OC"
"86",86,163,"gi|549435164|gb|CY156274.1|B/Victoria/511/2007|17_Oct_2007|2007|Australia|OC"
"87",87,163,"gi|549435050|gb|CY156226.1|B/Victoria/508/2007|25_Sep_2007|2007|Australia|OC"
"88",88,162,"gi|549435316|gb|CY156338.1|B/Brisbane/27/2007|02_Nov_2007|2007|Australia|OC"
"89",89,181,"gi|251825206|gb|GQ340566.1|B/Florida/10/2008|27_Oct_2008|2008|USA|NA"
"90",90,180,"gi|222433689|gb|FJ686904.1|B/Florida/10/2008|27_Oct_2008|2008|USA|NA"
"91",91,163,"gi|594217343|gb|CY175281.1|B/New_York/1194/2008|10_Apr_2008|2008|USA|NA"
"92",92,182,"gi|194354414|gb|EU889028.1|B/New_York/05/2008|10_Apr_2008|2008|USA|NA"
"93",93,181,"gi|251825234|gb|GQ340592.1|B/New_Jersey/06/2008|26_Apr_2008|2008|USA|NA"
"94",94,182,"gi|214003697|gb|FJ480164.1|B/New_Jersey/06/2008|26_Apr_2008|2008|USA|NA"
"95",95,162,"gi|631490383|gb|CY038335.2|B/Managua/3759.01/2008|04_Jun_2008|2008|Nicaragua|NA"
"96",96,158,"gi|594214294|gb|CY174713.1|B/New_York/1124/2007|02_May_2007|2007|USA|NA"
"97",97,161,"gi|237689747|gb|CY040425.1|B/Managua/4705.02/2008|21_Apr_2008|2008|Nicaragua|NA"
"98",98,162,"gi|189303341|gb|EU779606.1|B/Texas/04/2008|01_Feb_2008|2008|USA|NA"
"99",99,158,"gi|549435924|gb|CY156594.1|B/Wellington/19/2008|22_Jul_2008|2008|New_Zealand|OC"
"100",100,159,"gi|549436133|gb|CY156682.1|B/Sydney/76/2008|07_Aug_2008|2008|Australia|OC"
"101",101,159,"gi|549435544|gb|CY156434.1|B/Brisbane/13/2008|01_May_2008|2008|Australia|OC"
"102",102,161,"gi|549436570|gb|CY156866.1|B/Brisbane/168/2008|29_Sep_2008|2008|Australia|OC"
"103",103,161,"gi|549436266|gb|CY156738.1|B/Brisbane/118/2008|16_Aug_2008|2008|Australia|OC"
"104",104,161,"gi|549435810|gb|CY156546.1|B/Brisbane/31/2008|09_Jul_2008|2008|Australia|OC"
"105",105,161,"gi|549435696|gb|CY156498.1|B/Brisbane/21/2008|23_Jun_2008|2008|Australia|OC"
"106",106,161,"gi|549396047|gb|CY150817.1|B/Christchurch/99/2008|25_Aug_2008|2008|New_Zealand|OC"
"107",107,160,"gi|549436551|gb|CY156858.1|B/Victoria/230/2008|27_Sep_2008|2008|Australia|OC"
"108",108,160,"gi|189303326|gb|EU779600.1|B/North_Dakota/01/2008|11_Feb_2008|2008|USA|NA"
"109",109,180,"gi|214003692|gb|FJ480162.1|B/New_Jersey/05/2008|13_Mar_2008|2008|USA|NA"
"110",110,180,"gi|194354360|gb|EU889006.1|B/Massachusetts/01/2008|04_Mar_2008|2008|USA|NA"
"111",111,180,"gi|193084780|gb|EU852013.1|B/New_Jersey/03/2008|07_Mar_2008|2008|USA|NA"
"112",112,161,"gi|594215635|gb|CY174969.1|B/New_York/1163/2008|12_Feb_2008|2008|USA|NA"
"113",113,161,"gi|225676835|gb|CY038295.1|B/Pennsylvania/PIT59/2008|15_Mar_2008|2008|USA|NA"
"114",114,160,"gi|594214331|gb|CY174721.1|B/New_York/1129/2007|05_Dec_2007|2007|USA|NA"
"115",115,160,"gi|594217253|gb|CY175265.1|B/New_York/1191/2008|18_Mar_2008|2008|USA|NA"
"116",116,160,"gi|594217197|gb|CY175249.1|B/New_York/1189/2008|16_Mar_2008|2008|USA|NA"
"117",117,160,"gi|594215512|gb|CY174945.1|B/New_York/1160/2008|04_Feb_2008|2008|USA|NA"
"118",118,160,"gi|594215473|gb|CY174937.1|B/New_York/1159/2008|04_Feb_2008|2008|USA|NA"
"119",119,160,"gi|594215111|gb|CY174865.1|B/New_York/1150/2008|29_Jan_2008|2008|USA|NA"
"120",120,160,"gi|594214916|gb|CY174825.1|B/New_York/1144/2008|22_Jan_2008|2008|USA|NA"
"121",121,179,"gi|194354370|gb|EU889010.1|B/Vermont/02/2008|03_Mar_2008|2008|USA|NA"
"122",122,160,"gi|225676873|gb|CY038311.1|B/Pennsylvania/PIT66/2008|05_Mar_2008|2008|USA|NA"
"123",123,160,"gi|225676854|gb|CY038303.1|B/Pennsylvania/PIT63/2008|20_Mar_2008|2008|USA|NA"
"124",124,188,"gi|631490200|gb|CY098878.2|B/Managua/70.01/2008|19_Feb_2008|2008|Nicaragua|NA"
"125",125,160,"gi|631490289|gb|CY038327.2|B/Managua/4847.02/2008|27_May_2008|2008|Nicaragua|NA"
"126",126,160,"gi|237689768|gb|CY040433.1|B/Managua/4577.01/2008|02_Jun_2008|2008|Nicaragua|NA"
"127",127,161,"gi|395342667|gb|CY124964.1|B/Managua/2056.03/2008|07_Aug_2008|2008|Nicaragua|NA"
"128",128,179,"gi|194354407|gb|EU889025.1|B/Nebraska/03/2008|14_Apr_2008|2008|USA|NA"
"129",129,179,"gi|196049989|gb|FJ009296.1|B/Indiana/12/2008|21_Apr_2008|2008|USA|NA"
"130",130,160,"gi|225676985|gb|CY038343.1|B/Managua/4787.01/2008|04_Mar_2008|2008|Nicaragua|NA"
"131",131,159,"gi|189303286|gb|EU779584.1|B/Hawaii/02/2008|18_Jan_2008|2008|USA|NA"
"132",132,158,"gi|395342401|gb|CY124852.1|B/Managua/2941.01/2008|26_Feb_2008|2008|Nicaragua|NA"
"133",133,160,"gi|549435639|gb|CY156474.1|B/Brisbane/17/2008|11_Jun_2008|2008|Australia|OC"
"134",134,159,"gi|395342420|gb|CY124860.1|B/Managua/4702.01/2008|07_Mar_2008|2008|Nicaragua|NA"
"135",135,181,"gi|196050014|gb|FJ009306.1|B/New_York/06/2008|03_Apr_2008|2008|USA|NA"
"136",136,163,"gi|556083296|gb|CY149965.1|B/Wellington/7/2008|01_Jul_2008|2008|New_Zealand|OC"
"137",137,164,"gi|549435867|gb|CY156570.1|B/Wellington/13/2008|14_Jul_2008|2008|New_Zealand|OC"
"138",138,162,"gi|549395878|gb|CY150705.1|B/Auckland/2/2008|22_Apr_2008|2008|New_Zealand|OC"
"139",139,182,"gi|398324004|gb|JX266900.1|B/Taiwan/2563/2008|07_Apr_2008|2008|Taiwan|AS"
"140",140,182,"gi|251825262|gb|GQ340627.1|B/Alaska/10/2008|2008|2008|USA|NA"
"141",141,159,"gi|549395859|gb|CY150697.1|B/Auckland/1/2008|27_Mar_2008|2008|New_Zealand|OC"
"142",142,163,"gi|239758170|gb|GQ150339.1|B/Sydney/55/2008|19_Jun_2008|2008|Australia|OC"
"143",143,163,"gi|549409909|gb|CY152954.1|B/Sydney/55/2008|19_Jun_2008|2008|Australia|OC"
"144",144,159,"gi|594215268|gb|CY174897.1|B/New_York/1154/2008|31_Jan_2008|2008|USA|NA"
"145",145,160,"gi|168825010|gb|EU515880.1|B/Massachusetts/04/2007|15_Oct_2007|2007|USA|NA"
"146",146,182,"gi|549436228|gb|CY156722.1|B/Sydney/526/2008|14_Aug_2008|2008|Australia|OC"
"147",147,161,"gi|549436057|gb|CY156650.1|B/Sydney/520/2008|01_Aug_2008|2008|Australia|OC"
"148",148,181,"gi|549277317|gb|CY150146.1|B/Sydney/110/2008|18_Sep_2008|2008|Australia|OC"
"149",149,181,"gi|255529554|gb|GQ451545.1|B/Hawaii/03/2009|30_Mar_2009|2009|USA|NA"
"150",150,160,"gi|549396009|gb|CY150801.1|B/Brisbane/115/2008|18_Aug_2008|2008|Australia|OC"
"151",151,160,"gi|549436627|gb|CY156890.1|B/Sydney/51/2008|03_Oct_2008|2008|Australia|OC"
"152",152,160,"gi|549436095|gb|CY156666.1|B/Sydney/522/2008|06_Aug_2008|2008|Australia|OC"
"153",153,162,"gi|549435962|gb|CY156610.1|B/Sydney/24/2008|23_Jul_2008|2008|Australia|OC"
"154",154,162,"gi|549435677|gb|CY156490.1|B/Sydney/5/2008|19_Jun_2008|2008|Australia|OC"
"155",155,162,"gi|549409985|gb|CY152986.1|B/Sydney/59/2008|05_Jul_2008|2008|Australia|OC"
"156",156,161,"gi|549436513|gb|CY156842.1|B/Victoria/526/2008|18_Sep_2008|2008|Australia|OC"
"157",157,180,"gi|214003719|gb|FJ480173.1|B/California/03/2008|15_Sep_2008|2008|USA|NA"
"158",158,161,"gi|549435658|gb|CY156482.1|B/Sydney/508/2008|15_Jun_2008|2008|Australia|OC"
"159",159,161,"gi|549436608|gb|CY156882.1|B/Brisbane/164/2008|30_Sep_2008|2008|Australia|OC"
"160",160,161,"gi|549436589|gb|CY156874.1|B/Sydney/111/2008|30_Sep_2008|2008|Australia|OC"
"161",161,161,"gi|549436418|gb|CY156802.1|B/Sydney/106/2008|08_Sep_2008|2008|Australia|OC"
"162",162,161,"gi|549436399|gb|CY156794.1|B/Sydney/45/2008|02_Sep_2008|2008|Australia|OC"
"163",163,161,"gi|549436380|gb|CY156786.1|B/Sydney/540_a/2008|30_Aug_2008|2008|Australia|OC"
"164",164,161,"gi|549436285|gb|CY156746.1|B/Sydney/35/2008|18_Aug_2008|2008|Australia|OC"
"165",165,161,"gi|549436247|gb|CY156730.1|B/Victoria/507/2008|14_Aug_2008|2008|Australia|OC"
"166",166,161,"gi|549436209|gb|CY156714.1|B/Victoria/505/2008|11_Aug_2008|2008|Australia|OC"
"167",167,161,"gi|549436190|gb|CY156706.1|B/Sydney/524/2008|11_Aug_2008|2008|Australia|OC"
"168",168,161,"gi|549436038|gb|CY156642.1|B/Brisbane/80/2008|31_Jul_2008|2008|Australia|OC"
"169",169,161,"gi|549436019|gb|CY156634.1|B/Sydney/69/2008|30_Jul_2008|2008|Australia|OC"
"170",170,161,"gi|549435734|gb|CY156514.1|B/Sydney/8/2008|01_Jul_2008|2008|Australia|OC"
"171",171,161,"gi|549409966|gb|CY152978.1|B/Sydney/58/2008|01_Jul_2008|2008|Australia|OC"
"172",172,181,"gi|354551894|gb|JN899559.1|B/New_Jersey/11/2008|29_Dec_2008|2008|USA|NA"
"173",173,180,"gi|251825240|gb|GQ340598.1|B/New_Jersey/11/2008|29_Dec_2008|2008|USA|NA"
"174",174,178,"gi|251825254|gb|GQ340666.1|B/New_Jersey/10/2008|11_Dec_2008|2008|USA|NA"
"175",175,179,"gi|251825252|gb|GQ340616.1|B/New_Jersey/10/2008|11_Dec_2008|2008|USA|NA"
"176",176,162,"gi|189303219|gb|EU779557.1|B/New_York/01/2008|10_Jan_2008|2008|USA|NA"
"177",177,161,"gi|189303214|gb|EU779555.1|B/New_York/01/2008|10_Jan_2008|2008|USA|NA"
"178",178,161,"gi|189303234|gb|EU779563.1|B/Louisiana/01/2008|15_Jan_2008|2008|USA|NA"
"179",179,179,"gi|193084840|gb|EU852037.1|B/Minnesota/04/2008|10_Mar_2008|2008|USA|NA"
"180",180,181,"gi|196050009|gb|FJ009304.1|B/Florida/09/2008|26_Apr_2008|2008|USA|NA"
"181",181,179,"gi|168825046|gb|EU515904.1|B/Nebraska/03/2007|27_Feb_2007|2007|USA|NA"
"182",182,161,"gi|549436152|gb|CY156690.1|B/Brisbane/86/2008|10_Aug_2008|2008|Australia|OC"
"183",183,160,"gi|549395840|gb|CY150681.1|B/Christchurch/2/2008|19_Jan_2008|2008|New_Zealand|OC"
"184",184,162,"gi|168825090|gb|EU515951.1|B/Pennsylvania/09/2007|30_Mar_2007|2007|USA|NA"
"185",185,162,"gi|556089230|gb|CY150611.1|B/Brisbane/8/2007|31_Jul_2007|2007|Australia|OC"
"186",186,164,"gi|549436475|gb|CY156826.1|B/Victoria/523/2008|08_Sep_2008|2008|Australia|OC"
"187",187,180,"gi|556093229|gb|KF765572.1|B/Finland/214/2009|2009|2009|Finland|EU"
"188",188,180,"gi|556093223|gb|KF765569.1|B/Finland/504/2009|2009|2009|Finland|EU"
"189",189,162,"gi|549436532|gb|CY156850.1|B/Auckland/159/2008|19_Sep_2008|2008|New_Zealand|OC"
"190",190,162,"gi|549436437|gb|CY156810.1|B/Victoria/525/2008|08_Sep_2008|2008|Australia|OC"
"191",191,161,"gi|594214723|gb|CY174793.1|B/New_York/1139/2008|14_Jan_2008|2008|USA|NA"
"192",192,161,"gi|549436342|gb|CY156770.1|B/Sydney/102/2008|23_Aug_2008|2008|Australia|OC"
"193",193,159,"gi|549436494|gb|CY156834.1|B/Sydney/105/2008|17_Sep_2008|2008|Australia|OC"
"194",194,161,"gi|594213969|gb|CY174649.1|B/New_York/1116/2007|19_Mar_2007|2007|USA|NA"
"195",195,161,"gi|549434480|gb|CY155986.1|B/Sydney/6/2007|19_Jul_2007|2007|Australia|OC"
"196",196,196,"gi|307101757|gb|CY073895.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"197",197,181,"gi|251825256|gb|GQ340620.1|B/Maryland/03/2008|20_Nov_2008|2008|USA|NA"
"198",198,180,"gi|507593920|gb|KF009552.1|B/Florida/04/2006|01_Nov_2006|2006|USA|NA"
"199",199,161,"gi|194351731|gb|CY033876.1|B/Florida/4/2006|2006|2006|USA|NA"
"200",200,180,"gi|168825126|gb|EU515992.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"201",201,211,"gi|168825070|gb|EU515937.1|B/Florida/4/2006|01_Nov_2006|2006|USA|NA"
"202",202,210,"gi|168825056|gb|EU515909.1|B/Pennsylvania/07/2007|15_Mar_2007|2007|USA|NA"
"203",203,160,"gi|384038588|gb|CY115127.1|B/Pennsylvania/07/2007|2007|2007|USA|NA"
"204",204,161,"gi|168825088|gb|EU515950.1|B/New_Mexcio/02/2007|23_May_2007|2007|USA|NA"
"205",205,180,"gi|168825074|gb|EU515940.1|B/New_Mexico/02/2007|23_May_2007|2007|USA|NA"
"206",206,158,"gi|549436000|gb|CY156626.1|B/Brisbane/48/2008|29_Jul_2008|2008|Australia|OC"
"207",207,160,"gi|549435354|gb|CY156354.1|B/Brisbane/29/2007|10_Dec_2007|2007|Australia|OC"
"208",208,160,"gi|168825084|gb|EU515948.1|B/Pennsylvania/07/2007|15_Mar_2007|2007|USA|NA"
"209",209,179,"gi|168825144|gb|EU516001.1|B/Delaware/03/2007|29_Nov_2007|2007|USA|NA"
"210",210,179,"gi|168825128|gb|EU515993.1|B/Delaware/01/2007|06_Nov_2007|2007|USA|NA"
"211",211,160,"gi|168825008|gb|EU515879.1|B/Delaware/01/2007|06_Nov_2007|2007|USA|NA"
"212",212,159,"gi|168824996|gb|EU515873.1|B/Delaware/02/2007|06_Nov_2007|2007|USA|NA"
"213",213,158,"gi|549435981|gb|CY156618.1|B/Brisbane/34/2008|24_Jul_2008|2008|Australia|OC"
"214",214,158,"gi|549435753|gb|CY156522.1|B/Brisbane/22/2008|02_Jul_2008|2008|Australia|OC"
"215",215,157,"gi|549435563|gb|CY156442.1|B/Brisbane/12/2008|09_May_2008|2008|Australia|OC"
"216",216,161,"gi|549435392|gb|CY156370.1|B/Brisbane/30/2007|20_Dec_2007|2007|Australia|OC"
"217",217,159,"gi|549435221|gb|CY156298.1|B/Victoria/512/2007|19_Oct_2007|2007|Australia|OC"
"218",218,160,"gi|549435259|gb|CY156314.1|B/Brisbane/26/2007|27_Oct_2007|2007|Australia|OC"
"219",219,180,"gi|213688667|gb|FJ461674.1|B/Cheongju/411/2008|19_Feb_2008|2008|South_Korea|AS"
"220",220,160,"gi|213688669|gb|FJ461675.1|B/Cheongju/437/2008|23_Feb_2008|2008|South_Korea|AS"
"221",221,159,"gi|594213858|gb|CY174625.1|B/New_York/1112/2007|04_Mar_2007|2007|USA|NA"
"222",222,159,"gi|594213560|gb|CY174561.1|B/New_York/1104/2007|06_Feb_2007|2007|USA|NA"
"223",223,209,"gi|168825068|gb|EU515915.1|B/New_Jersey/03/2007|20_May_2007|2007|USA|NA"
"224",224,159,"gi|549435468|gb|CY156402.1|B/Brisbane/2/2008|02_Feb_2008|2008|Australia|OC"
"225",225,158,"gi|549435449|gb|CY156394.1|B/Brisbane/1/2008|15_Jan_2008|2008|Australia|OC"
"226",226,159,"gi|549435145|gb|CY156266.1|B/Victoria/228/2007|10_Oct_2007|2007|Australia|OC"
"227",227,158,"gi|549434328|gb|CY155922.1|B/Auckland/1/2007|16_May_2007|2007|New_Zealand|OC"
"228",228,158,"gi|549435202|gb|CY156290.1|B/Brisbane/24/2007|19_Oct_2007|2007|Australia|OC"
"229",229,158,"gi|549435069|gb|CY156234.1|B/Victoria/510/2007|27_Sep_2007|2007|Australia|OC"
"230",230,151,"gi|549408180|gb|CY152226.1|B/Newcastle/12/2005|22_Sep_2005|2005|Australia|OC"
"231",231,152,"gi|387865235|gb|CY120029.1|B/Malaysia/24157/2003|29_Jan_2003|2003|Malaysia|AS"
"232",232,151,"gi|387571435|gb|CY119682.1|B/Malaysia/24666/2004|24_Jan_2004|2004|Malaysia|AS"
"233",233,151,"gi|387571416|gb|CY119674.1|B/Malaysia/24651/2003|31_Mar_2003|2003|Malaysia|AS"
"234",234,151,"gi|387571397|gb|CY119666.1|B/Malaysia/24296/2003|18_Feb_2003|2003|Malaysia|AS"
"235",235,152,"gi|594212566|gb|CY174385.1|B/New_York/1062/2004|23_Nov_2004|2004|USA|NA"
"236",236,152,"gi|556089074|gb|CY150403.1|B/Victoria/508/2004|10_Sep_2004|2004|Australia|OC"
"237",237,154,"gi|549342494|gb|CY150443.1|B/Christchurch/346/2004|02_Nov_2004|2004|New_Zealand|OC"
"238",238,154,"gi|556089093|gb|CY150427.1|B/Otago/03/2004|12_Oct_2004|2004|New_Zealand|OC"
"239",239,154,"gi|549432315|gb|CY155090.1|B/Christchurch/289/2004|03_Oct_2004|2004|New_Zealand|OC"
"240",240,154,"gi|549431916|gb|CY154922.1|B/Wellington/01/2004|15_Sep_2004|2004|New_Zealand|OC"
"241",241,153,"gi|549423236|gb|CY154818.1|B/Otago/01/2004|26_Aug_2004|2004|New_Zealand|OC"
