"","num","Differences","sequencename"
"41",41,8,"gi|407829806|gb|JX434075.1|Human_bocavirus|May_2011|2011|China|AS"
"42",42,5,"gi|407829791|gb|JX434072.1|Human_bocavirus|Aug_2010|2010|China|AS"
"43",43,3140,"gi|421976870|gb|JQ513501.1|Human_bocavirus|2008|2008|Greece|EU"
"44",44,9,"gi|373503099|gb|JN632515.1|Human_bocavirus|2010|2010|China|AS"
"45",45,5,"gi|407829776|gb|JX434069.1|Human_bocavirus|Aug_2010|2010|China|AS"
"46",46,3140,"gi|421976891|gb|JQ513508.1|Human_bocavirus|2008|2008|Greece|EU"
"47",47,3113,"gi|490147117|gb|KC544965.1|Human_bocavirus_1|2010|2010|Argentina|SA"
"48",48,4,"gi|407829796|gb|JX434073.1|Human_bocavirus|Aug_2010|2010|China|AS"
"49",49,3,"gi|373503094|gb|JN632514.1|Human_bocavirus|2010|2010|China|AS"
"50",50,3,"gi|373503084|gb|JN632512.1|Human_bocavirus|2010|2010|China|AS"
"51",51,3,"gi|407829726|gb|JX434059.1|Human_bocavirus|Jul_2009|2009|China|AS"
"52",52,3,"gi|407829736|gb|JX434061.1|Human_bocavirus|Nov_2009|2009|China|AS"
"53",53,3,"gi|407829761|gb|JX434066.1|Human_bocavirus|Apr_2011|2011|China|AS"
"54",54,4,"gi|373503109|gb|JN632517.1|Human_bocavirus|2010|2010|China|AS"
"55",55,3,"gi|407829766|gb|JX434067.1|Human_bocavirus|May_2011|2011|China|AS"
"56",56,2,"gi|407829781|gb|JX434070.1|Human_bocavirus|Aug_2010|2010|China|AS"
"57",57,2,"gi|407829821|gb|JX434078.1|Human_bocavirus|Dec_2010|2010|China|AS"
"58",58,6,"gi|407829841|gb|JX434082.1|Human_bocavirus|Aug_2009|2009|China|AS"
"59",59,4,"gi|407829826|gb|JX434079.1|Human_bocavirus|Dec_2010|2010|China|AS"
"60",60,3,"gi|407829811|gb|JX434076.1|Human_bocavirus|Aug_2010|2010|China|AS"
"61",61,3,"gi|407829771|gb|JX434068.1|Human_bocavirus|Jul_2010|2010|China|AS"
"62",62,3139,"gi|421976852|gb|JQ513495.1|Human_bocavirus|2007|2007|Greece|EU"
"63",63,3139,"gi|421976840|gb|JQ513491.1|Human_bocavirus|2006|2006|Greece|EU"
"64",64,3139,"gi|421976828|gb|JQ513487.1|Human_bocavirus|2006|2006|Greece|EU"
"65",65,3139,"gi|421976825|gb|JQ513486.1|Human_bocavirus|2006|2006|Greece|EU"
"66",66,3139,"gi|421976822|gb|JQ513485.1|Human_bocavirus|2006|2006|Greece|EU"
"67",67,5,"gi|373503089|gb|JN632513.1|Human_bocavirus|2010|2010|China|AS"
"68",68,5,"gi|373503079|gb|JN632511.1|Human_bocavirus|2010|2010|China|AS"
"69",69,5,"gi|407829756|gb|JX434065.1|Human_bocavirus|May_2011|2011|China|AS"
"70",70,5,"gi|373503114|gb|JN632518.1|Human_bocavirus|2010|2010|China|AS"
"71",71,5,"gi|373503104|gb|JN632516.1|Human_bocavirus|2010|2010|China|AS"
"72",72,5,"gi|373503119|gb|JN632519.1|Human_bocavirus|2010|2010|China|AS"
"73",73,4,"gi|407829741|gb|JX434062.1|Human_bocavirus|May_2010|2010|China|AS"
"74",74,3152,"gi|421976873|gb|JQ513502.1|Human_bocavirus|2008|2008|Greece|EU"
"75",75,3122,"gi|490147111|gb|KC544963.1|Human_bocavirus_1|2009|2009|Argentina|SA"
"76",76,3120,"gi|490147129|gb|KC544969.1|Human_bocavirus_1|2011|2011|Argentina|SA"
"77",77,3121,"gi|490147123|gb|KC544967.1|Human_bocavirus_1|2011|2011|Argentina|SA"
