"","num","Differences","sequencename"
"39",39,2,"gi|242347743|gb|FJ610152.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"40",40,2,"gi|374257615|gb|JQ004092.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"41",41,87,"gi|225423331|gb|FJ797048.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"42",42,87,"gi|225423301|gb|FJ797033.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"43",43,87,"gi|225423315|gb|FJ797040.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"44",44,1,"gi|396085034|gb|JN565303.1|Human_papillomavirus_type_16|2001|2001|Croatia|EU"
"45",45,1,"gi|242347734|gb|FJ610151.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"46",46,1,"gi|242347689|gb|FJ610146.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"47",47,1,"gi|242347716|gb|FJ610149.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"48",48,1,"gi|406066353|gb|JX313717.1|Human_papillomavirus_type_16|25_Sep_11|2011|China|AS"
"49",49,1,"gi|406066335|gb|JX313708.1|Human_papillomavirus_type_16|28_May_11|2011|China|AS"
"50",50,2,"gi|242347707|gb|FJ610148.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"51",51,0,"gi|396085052|gb|JQ067944.1|Human_papillomavirus_type_16|2005|2005|Croatia|EU"
"52",52,1,"gi|442736108|gb|KC166220.1|Human_papillomavirus_type_16|Jun_10|2010|Pakistan|AS"
"53",53,0,"gi|396085025|gb|JN565302.1|Human_papillomavirus_type_16|2001|2001|Croatia|EU"
"54",54,0,"gi|242347698|gb|FJ610147.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"55",55,0,"gi|406066361|gb|JX313721.1|Human_papillomavirus_type_16|21_Nov_11|2011|China|AS"
"56",56,0,"gi|406066357|gb|JX313719.1|Human_papillomavirus_type_16|24_Oct_11|2011|China|AS"
"57",57,0,"gi|406066355|gb|JX313718.1|Human_papillomavirus_type_16|02_Oct_11|2011|China|AS"
"58",58,0,"gi|406066347|gb|JX313714.1|Human_papillomavirus_type_16|23_Aug_11|2011|China|AS"
"59",59,0,"gi|406066345|gb|JX313713.1|Human_papillomavirus_type_16|23_Aug_11|2011|China|AS"
"60",60,0,"gi|406066343|gb|JX313712.1|Human_papillomavirus_type_16|23_Aug_11|2011|China|AS"
"61",61,0,"gi|406066341|gb|JX313711.1|Human_papillomavirus_type_16|23_Aug_11|2011|China|AS"
"62",62,0,"gi|406066339|gb|JX313710.1|Human_papillomavirus_type_16|28_May_11|2011|China|AS"
"63",63,0,"gi|396085043|gb|JQ067943.1|Human_papillomavirus_type_16|2003|2003|Croatia|EU"
"64",64,86,"gi|225423351|gb|FJ797058.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"65",65,86,"gi|225423343|gb|FJ797054.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"66",66,86,"gi|225423341|gb|FJ797053.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"67",67,86,"gi|225423333|gb|FJ797049.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"68",68,86,"gi|225423319|gb|FJ797042.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"69",69,86,"gi|225423317|gb|FJ797041.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"70",70,86,"gi|225423313|gb|FJ797039.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"71",71,86,"gi|225423311|gb|FJ797038.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"72",72,86,"gi|225423305|gb|FJ797035.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"73",73,1,"gi|374257633|gb|JQ004094.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"74",74,1,"gi|374257678|gb|JQ004099.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"75",75,87,"gi|225423321|gb|FJ797043.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"76",76,97,"gi|225423329|gb|FJ797047.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"77",77,16,"gi|374257660|gb|JQ004097.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"78",78,101,"gi|225423309|gb|FJ797037.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"79",79,17,"gi|374257642|gb|JQ004095.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"80",80,16,"gi|374257669|gb|JQ004098.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"81",81,107,"gi|225423327|gb|FJ797046.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"82",82,108,"gi|225423325|gb|FJ797045.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
