Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
40,1,0.64,0.00,0.18,0.00,0.82,0.00,0.67,0.00,11.20
41,1,0.58,0.00,0.25,0.00,0.75,0.00,0.67,0.00,10.23
42,1,1.51,1.51,0.05,0.05,0.95,0.00,0.67,0.00,32.08
43,1,1.29,1.29,0.04,0.00,0.96,0.00,0.67,0.00,24.90
44,1,1.82,0.02,0.32,0.01,0.68,0.00,0.67,0.00,32.70
45,1,0.81,0.03,0.51,0.02,0.49,0.00,0.67,0.00,15.53
46,1,1.24,1.12,0.09,0.01,0.91,0.00,0.67,0.00,26.55
47,1,2.06,0.01,0.16,0.01,0.84,0.00,0.67,0.00,36.92
48,1,1.03,0.24,0.53,0.00,0.47,0.00,0.67,0.00,23.83
49,1,0.87,0.23,0.56,0.13,0.44,0.00,0.67,0.00,23.89
50,1,1.29,1.16,0.37,0.00,0.63,0.00,0.67,0.00,42.33
51,1,1.85,1.72,0.23,0.00,0.77,0.00,0.67,0.00,50.58
52,1,0.39,0.39,0.23,0.00,0.77,0.00,0.67,0.00,10.92
53,1,1.67,1.67,0.09,0.00,0.91,0.00,0.67,0.00,36.09
54,1,0.52,0.37,0.15,0.00,0.85,0.00,0.67,0.00,11.76
55,1,0.53,0.12,0.34,0.01,0.66,0.00,0.67,0.00,11.48
56,1,1.01,1.01,0.12,0.01,0.88,0.00,0.67,0.00,23.81
57,1,2.74,0.00,0.05,0.00,0.95,0.00,0.67,0.00,48.30
58,1,1.30,1.30,0.19,0.09,0.81,0.00,0.67,0.00,37.34
59,1,1.15,1.15,0.09,0.04,0.91,0.00,0.67,0.00,26.49
60,1,1.83,0.01,0.00,0.01,1.00,0.00,0.67,0.00,32.62
61,1,2.14,0.01,0.07,0.01,0.93,0.00,0.67,0.00,38.11
62,1,0.65,0.00,0.12,0.00,0.88,0.00,0.67,0.00,11.48
63,1,1.30,0.00,0.05,0.00,0.95,0.00,0.67,0.00,22.96
64,1,1.43,0.00,0.10,0.00,0.90,0.00,0.67,0.00,25.22
65,1,0.95,0.95,0.42,0.02,0.58,0.00,0.67,0.00,35.16
66,1,0.84,0.00,0.09,0.00,0.91,0.00,0.67,0.00,14.73
67,1,1.09,0.00,0.02,0.00,0.98,0.00,0.67,0.00,19.17
68,1,1.01,0.52,0.58,0.00,0.42,0.00,0.67,0.00,31.38
69,1,1.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,21.87
70,1,0.41,0.41,0.61,0.00,0.39,0.00,0.67,0.00,18.51
71,1,1.58,0.88,0.60,0.00,0.40,0.00,0.67,0.00,51.38
72,1,1.89,1.89,0.31,0.00,0.69,0.00,0.67,0.00,60.00
73,1,0.86,0.72,0.09,0.00,0.91,0.00,0.67,0.00,18.29
74,1,0.77,0.23,0.43,0.00,0.57,0.00,0.67,0.00,17.98
75,1,0.88,0.72,0.23,0.01,0.77,0.00,0.67,0.00,23.38
76,1,1.17,1.06,0.24,0.02,0.76,0.00,0.67,0.00,32.68
77,1,0.85,0.85,0.65,0.00,0.35,0.00,0.67,0.00,39.95
78,1,1.91,1.29,0.36,0.08,0.64,0.00,0.67,0.00,56.67
79,1,1.08,1.08,0.33,0.00,0.67,0.00,0.67,0.00,35.04
80,1,0.77,0.15,1.00,0.06,0.00,0.00,0.67,0.00,20.56
81,1,0.34,0.07,0.64,1.73,0.36,1.75,0.21,0.00,36.55
82,1,1.08,0.92,0.32,0.00,0.68,0.00,0.67,0.00,32.23
83,1,0.57,0.57,0.11,0.00,0.89,0.00,0.67,0.00,12.89
84,1,1.34,0.28,0.05,0.00,0.95,0.00,0.67,0.00,24.26
85,1,0.75,0.75,0.50,0.00,0.50,0.00,0.67,0.00,30.13
86,1,0.52,0.00,0.27,0.00,0.73,0.00,0.67,0.00,9.11
87,1,1.15,1.15,0.12,0.00,0.88,0.00,0.67,0.00,26.27
88,1,0.42,0.08,0.10,0.02,0.90,0.00,0.67,0.00,8.49
89,1,1.16,0.51,0.17,0.00,0.83,0.00,0.67,0.00,24.38
90,1,1.63,0.00,0.10,0.00,0.90,0.00,0.67,0.00,28.70
91,1,1.06,0.27,0.07,0.00,0.93,0.00,0.67,0.00,19.61
92,1,0.98,0.06,0.55,0.06,0.45,0.00,0.67,0.00,19.93
93,1,1.80,0.21,0.04,0.01,0.96,0.00,0.67,0.00,32.35
94,1,0.54,0.00,0.22,0.00,0.78,0.00,0.67,0.00,9.54
95,1,0.85,0.03,0.17,0.02,0.83,0.00,0.67,0.00,15.92
96,1,0.72,0.00,0.13,0.00,0.87,0.00,0.67,0.00,12.65
97,1,1.90,0.68,0.03,0.00,0.97,0.00,0.67,0.00,34.52
98,1,3.24,0.02,0.37,0.02,0.63,0.00,0.67,0.00,57.94
99,1,1.10,1.10,0.23,0.00,0.77,0.00,0.67,0.00,30.83
100,1,0.98,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.26
101,1,0.64,0.00,0.10,0.00,0.90,0.00,0.67,0.00,11.30
102,1,0.81,0.28,0.29,0.00,0.71,0.00,0.67,0.00,17.89
103,1,0.69,0.69,0.06,0.00,0.94,0.00,0.67,0.00,14.13
104,1,0.98,0.02,0.03,0.01,0.97,0.00,0.67,0.00,17.84
105,1,0.61,0.08,1.00,0.02,0.00,0.00,0.67,0.00,14.32
106,1,0.86,0.00,0.09,0.00,0.91,0.00,0.67,0.00,15.18
107,1,1.65,0.00,0.32,0.00,0.68,0.00,0.67,0.00,29.11
108,1,0.66,0.00,0.11,0.00,0.89,0.00,0.67,0.00,11.56
109,1,1.02,0.04,0.58,0.04,0.42,0.00,0.67,0.00,19.69
110,1,0.59,0.00,0.04,0.00,0.96,0.00,0.67,0.00,10.36
111,1,0.44,0.00,0.22,0.00,0.78,0.00,0.67,0.00,7.72
112,1,0.54,0.00,0.01,0.00,0.99,0.00,0.67,0.00,9.59
113,1,0.72,0.00,0.26,0.00,0.74,0.00,0.67,0.00,12.70
114,1,0.64,0.00,0.18,0.00,0.82,0.00,0.67,0.00,11.36
115,1,1.66,0.00,0.01,0.00,0.99,0.00,0.67,0.00,29.19
116,1,1.27,0.00,0.18,0.00,0.82,0.00,0.67,0.00,22.43
117,1,0.54,0.03,0.57,0.03,0.43,0.00,0.67,0.00,10.94
118,1,0.51,0.00,0.23,0.00,0.77,0.00,0.67,0.00,9.07
119,1,1.02,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.95
120,1,0.53,0.53,0.09,0.00,0.91,0.00,0.67,0.00,11.60
121,1,1.28,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.59
122,1,1.15,0.00,0.11,0.00,0.89,0.00,0.67,0.00,20.22
123,1,0.94,0.00,0.09,0.00,0.91,0.00,0.67,0.00,16.61
124,1,1.89,0.00,0.01,0.00,0.99,0.00,0.67,0.00,33.39
125,1,1.45,0.00,0.02,0.00,0.98,0.00,0.67,0.00,25.49
126,1,0.75,0.00,0.19,0.00,0.81,0.00,0.67,0.00,13.19
127,1,0.63,0.27,0.15,0.00,0.85,0.00,0.67,0.00,12.99
128,1,0.81,0.29,0.27,0.00,0.73,0.00,0.67,0.00,17.79
129,1,1.07,1.01,0.09,0.08,0.91,0.00,0.67,0.00,26.23
130,1,0.86,0.01,0.67,0.01,0.33,0.00,0.67,0.00,15.66
131,1,0.69,0.00,0.09,0.00,0.91,0.00,0.67,0.00,12.20
132,1,1.49,1.49,0.17,0.00,0.83,0.00,0.67,0.00,37.91
133,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
134,1,1.49,0.59,0.16,0.03,0.84,0.00,0.67,0.00,31.73
135,1,0.82,0.00,0.04,0.00,0.96,0.00,0.67,0.00,14.50
136,1,0.34,0.34,0.04,0.00,0.96,0.00,0.67,0.00,6.57
137,1,2.44,0.00,0.05,0.00,0.95,0.00,0.67,0.00,43.10
138,1,0.74,0.00,0.02,0.00,0.98,0.00,0.67,0.00,13.02
139,1,0.01,0.01,1.00,0.01,0.00,0.00,0.67,0.00,0.81
140,1,0.94,0.01,0.22,0.01,0.78,0.00,0.67,0.00,16.99
141,1,0.75,0.10,0.32,0.04,0.68,0.00,0.67,0.00,16.13
142,1,0.88,0.02,0.16,0.02,0.84,0.00,0.67,0.00,16.61
143,1,0.93,0.03,0.25,0.03,0.75,0.00,0.67,0.00,17.93
144,1,1.72,0.06,0.00,0.06,1.00,0.00,0.67,0.00,33.18
145,1,0.46,0.00,0.01,0.00,0.99,0.00,0.67,0.00,8.05
146,1,1.23,0.04,0.62,0.04,0.38,0.00,0.67,0.00,23.50
147,1,1.21,1.21,0.09,0.00,0.91,0.00,0.67,0.00,26.18
148,1,0.36,0.36,0.33,0.00,0.67,0.00,0.67,0.00,11.89
149,1,1.49,0.00,0.05,0.00,0.95,0.00,0.67,0.00,26.33
150,1,2.09,0.48,0.45,0.00,0.55,0.00,0.67,0.00,46.63
151,1,1.55,1.55,0.08,0.03,0.92,0.00,0.67,0.00,33.66
152,1,0.99,0.99,0.24,0.00,0.76,0.00,0.67,0.00,27.97
153,1,1.14,1.14,0.40,0.33,0.60,0.00,0.67,0.00,49.86
154,1,0.97,0.04,0.84,0.04,0.16,0.00,0.67,0.00,19.06
155,1,1.30,0.04,0.08,0.04,0.92,0.00,0.67,0.00,24.79
156,1,0.75,0.04,0.42,0.04,0.58,0.00,0.67,0.00,15.00
157,1,0.84,0.39,0.61,0.00,0.39,0.00,0.67,0.00,25.45
158,1,0.83,0.43,0.35,0.04,0.65,0.00,0.67,0.00,22.66
159,1,0.55,0.55,0.07,0.00,0.93,0.00,0.67,0.00,11.49
160,1,0.22,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.84
161,1,1.38,1.38,0.04,0.00,0.96,0.00,0.67,0.00,27.07
162,1,0.84,0.00,0.19,0.00,0.81,0.00,0.67,0.00,14.79
163,1,1.55,0.05,0.32,0.05,0.68,0.00,0.67,0.00,29.57
164,1,0.40,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.09
165,1,0.35,0.06,0.19,0.01,0.81,0.00,0.67,0.00,7.12
166,1,0.34,0.00,0.03,0.00,0.97,0.00,0.67,0.00,5.95
167,1,0.62,0.00,0.19,0.00,0.81,0.00,0.67,0.00,10.87
168,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
169,1,3.00,0.04,0.14,0.03,0.86,0.00,0.67,0.00,54.41
170,1,1.17,0.03,0.30,0.02,0.70,0.00,0.67,0.00,21.71
171,1,0.64,0.00,0.11,0.00,0.89,0.00,0.67,0.00,11.22
172,1,1.80,0.00,0.10,0.00,0.90,0.00,0.67,0.00,31.67
173,1,1.57,0.00,0.07,0.00,0.93,0.00,0.67,0.00,27.60
174,1,2.05,0.00,0.10,0.00,0.90,0.00,0.67,0.00,36.15
175,1,1.18,0.00,0.07,0.00,0.93,0.00,0.67,0.00,20.86
176,1,1.48,0.00,0.04,0.00,0.96,0.00,0.67,0.00,26.04
177,1,0.84,0.75,0.10,0.00,0.90,0.00,0.67,0.00,18.12
178,1,1.05,1.05,0.07,0.05,0.93,0.00,0.67,0.00,24.17
179,1,1.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,20.09
180,1,0.69,0.31,1.00,0.18,0.00,0.00,0.67,0.00,25.93
181,1,0.79,0.00,0.18,0.00,0.82,0.00,0.67,0.00,13.93
182,1,1.54,0.79,0.40,0.00,0.60,0.00,0.67,0.00,41.42
183,1,0.66,0.66,0.40,0.00,0.60,0.00,0.67,0.00,23.60
184,1,0.48,0.00,0.02,0.00,0.98,0.00,0.67,0.00,8.38
185,1,1.05,0.00,0.01,0.00,0.99,0.00,0.67,0.00,18.53
186,1,0.44,0.00,0.03,0.00,0.97,0.00,0.67,0.00,7.70
187,1,0.33,0.00,0.03,0.00,0.97,0.00,0.67,0.00,5.86
188,1,1.39,1.39,0.13,0.00,0.87,0.00,0.67,0.00,32.30
189,1,2.70,2.70,0.02,0.05,0.98,0.00,0.67,0.00,51.78
190,1,0.71,0.71,0.31,0.00,0.69,0.00,0.67,0.00,22.36
191,1,0.95,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.80
192,1,0.56,0.00,0.14,0.00,0.86,0.00,0.67,0.00,9.82
193,1,1.07,0.00,0.02,0.00,0.98,0.00,0.67,0.00,18.81
194,1,1.57,1.57,0.07,0.00,0.93,0.00,0.67,0.00,32.97
195,1,1.16,0.02,0.19,0.03,0.81,0.00,0.67,0.00,21.74
196,1,0.97,0.00,0.01,0.00,0.99,0.00,0.67,0.00,17.10
197,1,0.61,0.01,0.19,0.01,0.81,0.00,0.67,0.00,11.25
198,1,1.00,0.00,0.10,0.00,0.90,0.00,0.67,0.00,17.56
199,1,1.39,0.00,0.05,0.00,0.95,0.00,0.67,0.00,24.52
200,1,0.48,0.10,1.00,0.02,0.00,0.00,0.67,0.00,12.83
201,1,1.90,0.00,0.03,0.01,0.97,0.00,0.67,0.00,33.83
202,1,1.53,0.04,0.25,0.04,0.75,0.00,0.67,0.00,28.68
203,1,0.66,0.66,0.21,0.00,0.79,0.00,0.67,0.00,17.86
204,1,0.48,0.02,0.14,0.01,0.86,0.00,0.67,0.00,8.90
205,1,0.69,0.00,0.19,0.00,0.81,0.00,0.67,0.00,12.25
206,1,0.79,0.00,0.19,0.00,0.81,0.00,0.67,0.00,14.01
207,1,0.16,0.16,0.16,0.00,0.84,0.00,0.67,0.00,4.09
208,1,1.52,1.52,0.07,0.00,0.93,0.00,0.67,0.00,31.57
209,1,0.95,0.20,0.48,0.00,0.52,0.00,0.67,0.00,21.21
210,1,0.22,0.00,0.04,0.00,0.96,0.00,0.67,0.00,3.95
211,1,0.53,0.18,0.60,0.00,0.40,0.00,0.67,0.00,14.15
212,1,0.48,0.48,0.04,0.00,0.96,0.00,0.67,0.00,9.35
213,1,0.15,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.69
214,1,0.49,0.02,0.12,0.01,0.88,0.00,0.67,0.00,9.08
215,1,0.93,0.11,0.04,0.01,0.96,0.00,0.67,0.00,16.97
216,1,1.50,0.19,0.15,0.00,0.85,0.00,0.67,0.00,27.78
217,1,1.54,1.54,0.04,0.00,0.96,0.00,0.67,0.00,29.90
218,1,1.15,1.15,0.02,0.00,0.98,0.00,0.67,0.00,21.47
219,1,0.79,0.01,0.10,0.01,0.90,0.00,0.67,0.00,14.34
220,1,1.03,0.00,0.03,0.00,0.97,0.00,0.67,0.00,18.10
221,1,0.90,0.00,0.07,0.00,0.93,0.00,0.67,0.00,15.80
222,1,0.85,0.00,0.17,0.00,0.83,0.00,0.67,0.00,15.05
223,1,0.80,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.14
224,1,0.70,0.32,0.05,0.00,0.95,0.00,0.67,0.00,13.17
225,1,0.98,0.98,0.17,0.00,0.83,0.00,0.67,0.00,24.54
226,1,1.18,0.00,0.09,0.00,0.91,0.00,0.67,0.00,20.76
227,1,1.02,0.05,0.96,0.05,0.04,0.00,0.67,0.00,20.12
228,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
229,1,0.90,0.00,0.04,0.00,0.96,0.00,0.67,0.00,15.88
230,1,1.83,0.13,0.08,0.02,0.92,0.00,0.67,0.00,33.76
231,1,1.03,0.00,0.04,0.00,0.96,0.00,0.67,0.00,18.25
232,1,0.99,0.00,0.19,0.00,0.81,0.00,0.67,0.00,17.52
233,1,1.66,0.02,0.03,0.01,0.97,0.00,0.67,0.00,29.63
234,1,2.15,0.00,0.17,0.00,0.83,0.00,0.67,0.00,37.84
235,1,1.52,0.05,0.00,0.05,1.00,0.00,0.67,0.00,28.92
236,1,2.11,0.08,1.00,0.07,0.00,0.00,0.67,0.00,40.82
237,1,0.94,0.03,0.15,0.03,0.85,0.00,0.67,0.00,17.85
238,1,0.50,0.00,0.11,0.00,0.89,0.00,0.67,0.00,8.75
239,1,0.57,0.03,0.36,0.04,0.64,0.00,0.67,0.00,11.75
240,1,0.42,0.02,0.07,0.02,0.93,0.00,0.67,0.00,8.13
241,1,2.32,2.32,0.05,0.00,0.95,0.00,0.67,0.00,45.86
242,1,0.60,0.29,1.00,0.21,0.00,0.00,0.67,0.00,23.94
243,1,0.57,0.05,0.81,11.84,0.19,7.66,0.01,9.00,112.38
244,1,2.65,2.65,0.40,0.02,0.60,0.00,0.67,0.00,94.97
245,1,0.51,0.42,0.38,0.00,0.62,0.00,0.67,0.00,16.25
246,1,1.08,1.08,0.20,0.00,0.80,0.00,0.67,0.00,28.68
247,1,1.85,0.05,0.03,0.03,0.97,0.00,0.67,0.00,33.76
248,1,0.41,0.07,0.96,0.07,0.04,0.00,0.67,0.00,10.51
249,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
250,1,0.37,0.04,0.93,0.04,0.07,0.00,0.67,0.00,8.27
251,1,0.78,0.24,0.06,0.00,0.94,0.00,0.67,0.00,14.38
252,1,3.94,0.02,0.03,0.01,0.97,0.00,0.67,0.00,70.03
253,1,0.79,0.05,0.21,0.05,0.79,0.00,0.67,0.00,15.97
254,1,1.26,0.02,0.63,0.02,0.37,0.00,0.67,0.00,23.10
255,1,1.22,1.22,0.17,0.00,0.83,0.00,0.67,0.00,30.86
256,1,1.80,0.06,1.00,0.04,0.00,0.00,0.67,0.00,34.70
257,1,0.14,0.00,0.44,0.67,0.56,3.19,0.10,5.00,19.49
258,1,3.68,1.45,0.01,0.22,0.99,0.00,0.67,0.00,75.18
259,1,0.79,0.35,0.91,35.57,0.09,9.58,0.00,0.00,169.05
260,1,0.66,0.31,0.62,0.07,0.38,0.00,0.67,0.00,21.37
261,1,4.20,4.20,0.15,0.10,0.85,0.00,0.67,0.00,106.18
262,1,0.84,0.84,0.38,0.00,0.62,0.00,0.67,0.00,29.27
263,1,2.58,1.76,0.15,0.01,0.85,0.00,0.67,0.00,58.02
264,1,3.90,3.90,0.23,0.07,0.77,0.00,0.67,0.00,111.43
265,1,1.03,0.04,0.06,0.04,0.94,0.00,0.67,0.00,19.87
266,1,0.59,0.59,0.03,0.00,0.97,0.00,0.67,0.00,11.34
267,1,1.18,0.02,0.20,0.02,0.80,0.00,0.67,0.00,21.88
268,1,2.23,0.07,0.00,0.07,1.00,0.00,0.67,0.00,42.60
269,1,0.81,0.34,0.17,0.00,0.83,0.00,0.67,0.00,16.88
270,1,1.56,1.56,0.11,0.00,0.89,0.00,0.67,0.00,35.09
271,1,0.94,0.00,0.11,0.00,0.89,0.00,0.67,0.00,16.58
272,1,0.81,0.81,0.03,0.00,0.97,0.00,0.67,0.00,15.36
273,1,0.68,0.00,0.25,0.00,0.75,0.00,0.67,0.00,11.92
274,1,1.00,0.17,0.05,0.00,0.95,0.00,0.67,0.00,18.19
275,1,2.24,2.24,0.19,0.00,0.81,0.00,0.67,0.00,59.09
276,1,3.31,0.00,0.09,0.00,0.91,0.00,0.67,0.00,58.39
277,1,0.94,0.56,0.45,0.00,0.55,0.00,0.67,0.00,28.02
278,1,0.64,0.00,0.26,0.00,0.74,0.00,0.67,0.00,11.20
279,1,1.33,0.00,0.18,0.00,0.82,0.00,0.67,0.00,23.46
280,1,0.42,0.42,0.29,0.00,0.71,0.00,0.67,0.00,12.95
281,1,0.96,0.05,1.00,0.05,0.00,0.00,0.67,0.00,19.38
282,1,0.39,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.80
283,1,0.43,0.16,0.13,0.00,0.87,0.00,0.67,0.00,8.48
284,1,1.59,0.00,0.11,0.00,0.89,0.00,0.67,0.00,27.97
285,1,0.58,0.00,0.20,0.00,0.80,0.00,0.67,0.00,10.15
286,1,1.11,0.00,0.01,0.00,0.99,0.00,0.67,0.00,19.63
287,1,0.84,0.06,0.16,0.05,0.84,0.00,0.67,0.00,17.12
288,1,1.27,0.00,0.18,0.00,0.82,0.00,0.67,0.00,22.43
289,1,0.49,0.00,0.20,0.00,0.80,0.00,0.67,0.00,8.71
290,1,1.95,0.00,0.10,0.00,0.90,0.00,0.67,0.00,34.35
291,1,0.28,0.00,0.04,0.00,0.96,0.00,0.67,0.00,4.93
292,1,0.21,0.21,0.13,0.00,0.87,0.00,0.67,0.00,4.93
293,1,2.59,0.00,0.04,0.00,0.96,0.00,0.67,0.00,45.63
294,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
295,1,1.28,1.28,0.04,0.06,0.96,0.00,0.67,0.00,27.28
296,1,0.88,0.00,0.17,0.00,0.83,0.00,0.67,0.00,15.47
297,1,0.64,0.00,0.20,0.00,0.80,0.00,0.67,0.00,11.34
298,1,0.91,0.09,0.60,0.09,0.40,0.00,0.67,0.00,20.02
299,1,1.26,0.01,0.13,0.01,0.87,0.00,0.67,0.00,22.64
300,1,1.39,0.00,0.10,0.00,0.90,0.00,0.67,0.00,24.50
301,1,0.58,0.00,0.00,0.01,1.00,0.00,0.67,0.00,10.62
302,1,1.39,0.00,0.09,0.00,0.91,0.00,0.67,0.00,24.57
303,1,1.23,0.00,0.18,0.00,0.82,0.00,0.67,0.00,21.70
304,1,0.99,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.49
305,1,0.60,0.00,0.19,0.00,0.81,0.00,0.67,0.00,10.54
306,1,0.99,0.00,0.10,0.00,0.90,0.00,0.67,0.00,17.54
307,1,0.94,0.94,0.06,0.00,0.94,0.00,0.67,0.00,19.38
308,1,4.02,0.43,0.07,0.00,0.93,0.00,0.67,0.00,72.22
309,1,57.97,57.97,0.01,0.00,0.99,0.00,0.67,0.00,1039.39
310,1,0.74,0.00,0.18,0.00,0.82,0.00,0.67,0.00,13.08
311,1,1.20,0.00,0.02,0.00,0.98,0.00,0.67,0.00,21.15
312,1,1.36,0.00,0.02,0.00,0.98,0.00,0.67,0.00,24.00
313,1,1.67,0.00,0.09,0.00,0.91,0.00,0.67,0.00,29.50
314,1,2.18,0.08,0.38,0.08,0.62,0.00,0.67,0.00,42.11
315,1,0.87,0.03,0.13,0.01,0.87,0.00,0.67,0.00,15.98
316,1,1.62,0.10,0.00,0.10,1.00,0.00,0.67,0.00,32.93
317,1,0.52,0.44,0.13,0.00,0.87,0.00,0.67,0.00,11.81
318,1,0.53,0.00,0.22,0.00,0.78,0.00,0.67,0.00,9.37
319,1,0.64,0.64,0.22,0.00,0.78,0.00,0.67,0.00,17.71
320,1,0.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,4.21
321,1,0.41,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.27
322,1,0.30,0.00,0.04,0.00,0.96,0.00,0.67,0.00,5.37
323,1,0.97,0.00,0.01,0.00,0.99,0.00,0.67,0.00,17.09
324,1,1.78,1.78,0.10,0.07,0.90,0.00,0.67,0.00,42.33
325,1,1.26,0.34,0.05,0.00,0.95,0.00,0.67,0.00,22.95
326,1,0.83,0.00,0.09,0.00,0.91,0.00,0.67,0.00,14.57
327,1,0.86,0.19,0.30,0.00,0.70,0.00,0.67,0.00,17.78
328,1,2.40,0.22,0.22,0.01,0.78,0.00,0.67,0.00,44.85
329,1,1.02,0.00,0.09,0.00,0.91,0.00,0.67,0.00,17.91
330,1,2.54,0.00,0.02,0.00,0.98,0.00,0.67,0.00,44.85
331,1,0.67,0.05,0.02,0.05,0.98,0.00,0.67,0.00,14.29
332,1,0.48,0.00,0.01,0.00,0.99,0.00,0.67,0.00,8.53
333,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
334,1,1.89,0.00,0.05,0.00,0.95,0.00,0.67,0.00,33.26
335,1,0.84,0.00,0.10,0.00,0.90,0.00,0.67,0.00,14.76
336,1,1.19,0.00,0.04,0.00,0.96,0.00,0.67,0.00,20.95
337,1,1.26,0.00,0.10,0.00,0.90,0.00,0.67,0.00,22.22
338,1,0.96,0.19,0.61,0.19,0.39,0.00,0.67,0.00,25.65
339,1,0.54,0.54,0.07,0.00,0.93,0.00,0.67,0.00,11.12
340,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
341,1,1.34,0.00,0.10,0.00,0.90,0.00,0.67,0.00,23.60
342,1,2.06,0.07,0.29,0.07,0.71,0.00,0.67,0.00,39.47
343,1,0.94,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.61
344,1,1.11,0.00,0.10,0.00,0.90,0.00,0.67,0.00,19.64
345,1,0.81,0.00,0.17,0.00,0.83,0.00,0.67,0.00,14.26
