"","num","Differences","sequencename"
"1",1,420,"gi|482514307|gb|KC570453.1|EV_A71|03_Jun_2012|2012|China|AS"
"142",142,166,"gi|239915403|dbj|AB467499.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"143",143,164,"gi|239915427|dbj|AB467511.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"144",144,164,"gi|82542472|gb|DQ264269.1|Human_poliovirus_1|2001|2001|Russia|AS"
"145",145,166,"gi|82542452|gb|DQ264259.1|Human_poliovirus_1|1998|1998|Belarus|EU"
"146",146,168,"gi|239915703|dbj|AB467649.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"147",147,165,"gi|239915583|dbj|AB467589.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"148",148,166,"gi|82542504|gb|DQ264285.1|Human_poliovirus_1|2002|2002|Russia|AS"
"149",149,166,"gi|239915625|dbj|AB467610.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"150",150,166,"gi|239915475|dbj|AB467535.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"151",151,168,"gi|239915227|dbj|AB467411.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"152",152,167,"gi|239915467|dbj|AB467531.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"153",153,167,"gi|397172259|gb|JN688970.1|Human_poliovirus_1|2010|2010|Brazil|SA"
"154",154,165,"gi|239915677|dbj|AB467636.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"155",155,166,"gi|145208536|gb|EF490669.1|Human_poliovirus_1|2006|2006|Switzerland|EU"
"156",156,166,"gi|239915837|dbj|AB467716.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"157",157,164,"gi|239915489|dbj|AB467542.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"158",158,167,"gi|239915327|dbj|AB467461.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"159",159,167,"gi|82542438|gb|DQ264252.1|Human_poliovirus_1|1997|1997|Russia|AS"
"160",160,166,"gi|239915827|dbj|AB467711.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"161",161,168,"gi|157267213|gb|EF628464.1|Human_poliovirus_1|2005|2005|Madagascar|AF"
"162",162,169,"gi|82542494|gb|DQ264280.1|Human_poliovirus_1|2002|2002|Georgia|EU"
"163",163,166,"gi|239915607|dbj|AB467601.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"164",164,163,"gi|82542458|gb|DQ264262.1|Human_poliovirus_1|1998|1998|Russia|AS"
"165",165,166,"gi|82542430|gb|DQ264248.1|Human_poliovirus_1|1996|1996|Belarus|EU"
"166",166,167,"gi|82542466|gb|DQ264266.1|Human_poliovirus_1|2000|2000|Russia|AS"
"167",167,166,"gi|82542460|gb|DQ264263.1|Human_poliovirus_1|2001|2001|Russia|AS"
"168",168,165,"gi|239915613|dbj|AB467604.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"169",169,165,"gi|239915457|dbj|AB467526.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"170",170,166,"gi|239915491|dbj|AB467543.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"171",171,165,"gi|239915297|dbj|AB467446.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"172",172,167,"gi|239915301|dbj|AB467448.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"173",173,166,"gi|239915299|dbj|AB467447.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"174",174,166,"gi|239915219|dbj|AB467407.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"175",175,169,"gi|239915349|dbj|AB467472.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"176",176,167,"gi|239915501|dbj|AB467548.1|Human_poliovirus_1|1986|1986|Egypt|AF"
"177",177,166,"gi|239915499|dbj|AB467547.1|Human_poliovirus_1|1986|1986|Egypt|AF"
"178",178,166,"gi|239915239|dbj|AB467417.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"179",179,168,"gi|239915213|dbj|AB467404.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"180",180,167,"gi|239915233|dbj|AB467414.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"181",181,166,"gi|239915231|dbj|AB467413.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"182",182,164,"gi|82542498|gb|DQ264282.1|Human_poliovirus_1|2002|2002|Russia|AS"
"183",183,166,"gi|239915355|dbj|AB467475.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"184",184,165,"gi|239915661|dbj|AB467628.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"185",185,165,"gi|239915725|dbj|AB467660.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"186",186,165,"gi|239915359|dbj|AB467477.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"187",187,167,"gi|239915807|dbj|AB467701.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"188",188,167,"gi|239915371|dbj|AB467483.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"189",189,166,"gi|239915165|dbj|AB467380.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"190",190,166,"gi|239915411|dbj|AB467503.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"191",191,166,"gi|239915237|dbj|AB467416.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"192",192,167,"gi|239915333|dbj|AB467464.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"193",193,164,"gi|239915415|dbj|AB467505.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"194",194,167,"gi|239915821|dbj|AB467708.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"195",195,166,"gi|239915803|dbj|AB467699.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"196",196,167,"gi|239915197|dbj|AB467396.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"197",197,168,"gi|239915195|dbj|AB467395.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"198",198,166,"gi|239915773|dbj|AB467684.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"199",199,165,"gi|239915785|dbj|AB467690.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"200",200,166,"gi|239915329|dbj|AB467462.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"201",201,167,"gi|239915163|dbj|AB467379.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"202",202,166,"gi|239915451|dbj|AB467523.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"203",203,166,"gi|239915675|dbj|AB467635.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"204",204,166,"gi|239915673|dbj|AB467634.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"205",205,164,"gi|239915405|dbj|AB467500.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"206",206,164,"gi|82542444|gb|DQ264255.1|Human_poliovirus_1|1998|1998|Russia|AS"
"207",207,165,"gi|82542450|gb|DQ264258.1|Human_poliovirus_1|1998|1998|Russia|AS"
"208",208,166,"gi|239915843|dbj|AB467719.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"209",209,166,"gi|239915791|dbj|AB467693.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"210",210,167,"gi|239915321|dbj|AB467458.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"211",211,165,"gi|239915269|dbj|AB467432.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"212",212,166,"gi|239915717|dbj|AB467656.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"213",213,165,"gi|239915537|dbj|AB467566.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"214",214,168,"gi|239915711|dbj|AB467653.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"215",215,166,"gi|239915251|dbj|AB467423.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"216",216,166,"gi|239915249|dbj|AB467422.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"217",217,167,"gi|239915245|dbj|AB467420.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"218",218,167,"gi|82542464|gb|DQ264265.1|Human_poliovirus_1|2000|2000|Russia|AS"
"219",219,164,"gi|239915319|dbj|AB467457.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"220",220,165,"gi|239915179|dbj|AB467387.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"221",221,164,"gi|239915343|dbj|AB467469.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"222",222,167,"gi|239915649|dbj|AB467622.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"223",223,165,"gi|82542432|gb|DQ264249.1|Human_poliovirus_1|1996|1996|Georgia|EU"
"224",224,163,"gi|239915173|dbj|AB467384.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"225",225,166,"gi|239915619|dbj|AB467607.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"226",226,165,"gi|82542462|gb|DQ264264.1|Human_poliovirus_1|2001|2001|Russia|AS"
"227",227,166,"gi|82542456|gb|DQ264261.1|Human_poliovirus_1|1998|1998|Belarus|EU"
"228",228,166,"gi|82542446|gb|DQ264256.1|Human_poliovirus_1|1998|1998|Russia|AS"
"229",229,164,"gi|82542440|gb|DQ264253.1|Human_poliovirus_1|1997|1997|Russia|AS"
"230",230,165,"gi|397172253|gb|JN688967.1|Human_poliovirus_1|2010|2010|Brazil|SA"
"231",231,167,"gi|239915727|dbj|AB467661.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"232",232,164,"gi|239915511|dbj|AB467553.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"233",233,165,"gi|239915455|dbj|AB467525.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"234",234,167,"gi|239915603|dbj|AB467599.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"235",235,165,"gi|239915581|dbj|AB467588.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"236",236,166,"gi|239915169|dbj|AB467382.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"237",237,167,"gi|385541240|dbj|AB629948.1|Human_poliovirus_1|2008|2008|Japan|AS"
"238",238,165,"gi|82542470|gb|DQ264268.1|Human_poliovirus_1|2001|2001|Russia|AS"
"239",239,165,"gi|239915445|dbj|AB467520.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"240",240,167,"gi|239915421|dbj|AB467508.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"241",241,165,"gi|239915303|dbj|AB467449.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"242",242,166,"gi|239915253|dbj|AB467424.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"243",243,167,"gi|239915699|dbj|AB467647.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"244",244,164,"gi|239915587|dbj|AB467591.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"245",245,167,"gi|239915357|dbj|AB467476.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"246",246,164,"gi|82542448|gb|DQ264257.1|Human_poliovirus_1|1998|1998|Russia|AS"
"247",247,168,"gi|409685283|gb|JX513603.1|Human_poliovirus_1|21_Jul_2008|2008|India|AS"
"248",248,167,"gi|239915833|dbj|AB467714.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"249",249,164,"gi|239915509|dbj|AB467552.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"250",250,166,"gi|239915247|dbj|AB467421.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"251",251,165,"gi|239915261|dbj|AB467428.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"252",252,165,"gi|239915259|dbj|AB467427.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"253",253,165,"gi|239915243|dbj|AB467419.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"254",254,164,"gi|239915589|dbj|AB467592.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"255",255,164,"gi|239915585|dbj|AB467590.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"256",256,164,"gi|239915657|dbj|AB467626.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"257",257,164,"gi|239915769|dbj|AB467682.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"258",258,165,"gi|239915797|dbj|AB467696.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"259",259,165,"gi|239915787|dbj|AB467691.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"260",260,164,"gi|478732949|dbj|AB813054.1|Human_poliovirus_1_strain_Sabin|2011|2011|China|AS"
"261",261,166,"gi|239915591|dbj|AB467593.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"262",262,166,"gi|239915435|dbj|AB467515.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"263",263,165,"gi|239915809|dbj|AB467702.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"264",264,167,"gi|239915719|dbj|AB467657.1|Human_poliovirus_1|2005|2005|Egypt|AF"
"265",265,166,"gi|239915771|dbj|AB467683.1|Human_poliovirus_1|2005|2005|Egypt|AF"
